MeSH ID	Tree ID	Name	Description	Comment	Counts [Pubmed counts]	Color
D015828	C01.925.325	Eye Infections, Viral	Infections of the eye caused by minute intracellular agents. These infections may lead to severe inflammation in various parts of the eye - conjunctiva, iris, eyelids, etc. Several viruses have been identified as the causative agents. Among these are Herpesvirus, Adenovirus, Poxvirus, and Myxovirus.		1810	
D015828	C11.294.800	Eye Infections, Viral	Infections of the eye caused by minute intracellular agents. These infections may lead to severe inflammation in various parts of the eye - conjunctiva, iris, eyelids, etc. Several viruses have been identified as the causative agents. Among these are Herpesvirus, Adenovirus, Poxvirus, and Myxovirus.		1810	
D015829	C01.150.252.289.900	Uveitis, Suppurative	Intraocular infection caused mainly by pus-producing bacteria and rarely by fungi. The infection may be caused by an injury or surgical wound (exogenous) or by endogenous septic emboli in such diseases as bacterial endocarditis or meningococcemia.		21	
D015829	C01.150.703.320.900	Uveitis, Suppurative	Intraocular infection caused mainly by pus-producing bacteria and rarely by fungi. The infection may be caused by an injury or surgical wound (exogenous) or by endogenous septic emboli in such diseases as bacterial endocarditis or meningococcemia.		21	
D015829	C01.375.265.500	Uveitis, Suppurative	Intraocular infection caused mainly by pus-producing bacteria and rarely by fungi. The infection may be caused by an injury or surgical wound (exogenous) or by endogenous septic emboli in such diseases as bacterial endocarditis or meningococcemia.		21	
D015829	C01.375.354.900	Uveitis, Suppurative	Intraocular infection caused mainly by pus-producing bacteria and rarely by fungi. The infection may be caused by an injury or surgical wound (exogenous) or by endogenous septic emboli in such diseases as bacterial endocarditis or meningococcemia.		21	
D015829	C01.375.450.900	Uveitis, Suppurative	Intraocular infection caused mainly by pus-producing bacteria and rarely by fungi. The infection may be caused by an injury or surgical wound (exogenous) or by endogenous septic emboli in such diseases as bacterial endocarditis or meningococcemia.		21	
D015829	C01.830.900	Uveitis, Suppurative	Intraocular infection caused mainly by pus-producing bacteria and rarely by fungi. The infection may be caused by an injury or surgical wound (exogenous) or by endogenous septic emboli in such diseases as bacterial endocarditis or meningococcemia.		21	
D015829	C11.294.265.500	Uveitis, Suppurative	Intraocular infection caused mainly by pus-producing bacteria and rarely by fungi. The infection may be caused by an injury or surgical wound (exogenous) or by endogenous septic emboli in such diseases as bacterial endocarditis or meningococcemia.		21	
D015829	C11.294.354.900	Uveitis, Suppurative	Intraocular infection caused mainly by pus-producing bacteria and rarely by fungi. The infection may be caused by an injury or surgical wound (exogenous) or by endogenous septic emboli in such diseases as bacterial endocarditis or meningococcemia.		21	
D015829	C11.294.450.900	Uveitis, Suppurative	Intraocular infection caused mainly by pus-producing bacteria and rarely by fungi. The infection may be caused by an injury or surgical wound (exogenous) or by endogenous septic emboli in such diseases as bacterial endocarditis or meningococcemia.		21	
D015829	C11.941.879.960	Uveitis, Suppurative	Intraocular infection caused mainly by pus-producing bacteria and rarely by fungi. The infection may be caused by an injury or surgical wound (exogenous) or by endogenous septic emboli in such diseases as bacterial endocarditis or meningococcemia.		21	
D015831	C04.557.450.565.575.610	Osteochondroma	A cartilage-capped benign tumor that often appears as a stalk on the surface of bone. It is probably a developmental malformation rather than a true neoplasm and is usually found in the metaphysis of the distal femur, proximal tibia, or proximal humerus. Osteochondroma is the most common of benign bone tumors.		1736	
D015831	C05.116.099.708.670	Osteochondroma	A cartilage-capped benign tumor that often appears as a stalk on the surface of bone. It is probably a developmental malformation rather than a true neoplasm and is usually found in the metaphysis of the distal femur, proximal tibia, or proximal humerus. Osteochondroma is the most common of benign bone tumors.		1736	
D015834	C09.218.568.120	Cochlear Diseases	Pathological processes of the snail-like structure (COCHLEA) of the inner ear (LABYRINTH) which can involve its nervous tissue, blood vessels, or fluid (ENDOLYMPH).		735	
D015835	C10.228.758	Ocular Motility Disorders	Disorders that feature impairment of eye movements as a primary manifestation of disease. These conditions may be divided into infranuclear, nuclear, and supranuclear disorders. Diseases of the eye muscles or oculomotor cranial nerves (III, IV, and VI) are considered infranuclear. Nuclear disorders are caused by disease of the oculomotor, trochlear, or abducens nuclei in the BRAIN STEM. Supranuclear disorders are produced by dysfunction of higher order sensory and motor systems that control eye movements, including neural networks in the CEREBRAL CORTEX; BASAL GANGLIA; CEREBELLUM; and BRAIN STEM. Ocular torticollis refers to a head tilt that is caused by an ocular misalignment. Opsoclonus refers to rapid, conjugate oscillations of the eyes in multiple directions, which may occur as a parainfectious or paraneoplastic condition (e.g., OPSOCLONUS-MYOCLONUS SYNDROME). (Adams et al., Principles of Neurology, 6th ed, p240)		3685	
D015835	C10.292.562	Ocular Motility Disorders	Disorders that feature impairment of eye movements as a primary manifestation of disease. These conditions may be divided into infranuclear, nuclear, and supranuclear disorders. Diseases of the eye muscles or oculomotor cranial nerves (III, IV, and VI) are considered infranuclear. Nuclear disorders are caused by disease of the oculomotor, trochlear, or abducens nuclei in the BRAIN STEM. Supranuclear disorders are produced by dysfunction of higher order sensory and motor systems that control eye movements, including neural networks in the CEREBRAL CORTEX; BASAL GANGLIA; CEREBELLUM; and BRAIN STEM. Ocular torticollis refers to a head tilt that is caused by an ocular misalignment. Opsoclonus refers to rapid, conjugate oscillations of the eyes in multiple directions, which may occur as a parainfectious or paraneoplastic condition (e.g., OPSOCLONUS-MYOCLONUS SYNDROME). (Adams et al., Principles of Neurology, 6th ed, p240)		3685	
D015835	C11.590	Ocular Motility Disorders	Disorders that feature impairment of eye movements as a primary manifestation of disease. These conditions may be divided into infranuclear, nuclear, and supranuclear disorders. Diseases of the eye muscles or oculomotor cranial nerves (III, IV, and VI) are considered infranuclear. Nuclear disorders are caused by disease of the oculomotor, trochlear, or abducens nuclei in the BRAIN STEM. Supranuclear disorders are produced by dysfunction of higher order sensory and motor systems that control eye movements, including neural networks in the CEREBRAL CORTEX; BASAL GANGLIA; CEREBELLUM; and BRAIN STEM. Ocular torticollis refers to a head tilt that is caused by an ocular misalignment. Opsoclonus refers to rapid, conjugate oscillations of the eyes in multiple directions, which may occur as a parainfectious or paraneoplastic condition (e.g., OPSOCLONUS-MYOCLONUS SYNDROME). (Adams et al., Principles of Neurology, 6th ed, p240)		3685	
D015837	C09.218.568.900	Vestibular Diseases	Pathological processes of the VESTIBULAR LABYRINTH which contains part of the balancing apparatus. Patients with vestibular diseases show instability and are at risk of frequent falls.		4504	
D015838	C05.550.287	Chondromatosis, Synovial	Rare, benign, chronic, progressive metaplasia in which cartilage is formed in the synovial membranes of joints, tendon sheaths, or bursae. Some of the metaplastic foci can become detached producing loose bodies. When the loose bodies undergo secondary calcification, the condition is called synovial osteochondromatosis.		874	
D015840	C10.292.562.700	Oculomotor Nerve Diseases	Diseases of the oculomotor nerve or nucleus that result in weakness or paralysis of the superior rectus, inferior rectus, medial rectus, inferior oblique, or levator palpebrae muscles, or impaired parasympathetic innervation to the pupil. With a complete oculomotor palsy, the eyelid will be paralyzed, the eye will be in an abducted and inferior position, and the pupil will be markedly dilated. Commonly associated conditions include neoplasms, CRANIOCEREBRAL TRAUMA, ischemia (especially in association with DIABETES MELLITUS), and aneurysmal compression. (From Adams et al., Principles of Neurology, 6th ed, p270)		1623	
D015840	C11.590.436	Oculomotor Nerve Diseases	Diseases of the oculomotor nerve or nucleus that result in weakness or paralysis of the superior rectus, inferior rectus, medial rectus, inferior oblique, or levator palpebrae muscles, or impaired parasympathetic innervation to the pupil. With a complete oculomotor palsy, the eyelid will be paralyzed, the eye will be in an abducted and inferior position, and the pupil will be markedly dilated. Commonly associated conditions include neoplasms, CRANIOCEREBRAL TRAUMA, ischemia (especially in association with DIABETES MELLITUS), and aneurysmal compression. (From Adams et al., Principles of Neurology, 6th ed, p270)		1623	
D015841	C11.675.319	Enophthalmos	Recession of the eyeball into the orbit.		583	
D015845	C10.597.690.575	Tonic Pupil	A pupillary abnormality characterized by a poor pupillary light reaction, reduced accommodation, iris sector palsies, an enhanced pupillary response to near effort that results in a prolonged, "tonic" constriction, and slow pupillary redilation. This condition is associated with injury to the postganglionic parasympathetic innervation to the pupil. (From Miller et al., Clinical Neuro-Ophthalmology, 4th ed, pp492-500)		167	
D015845	C11.710.800	Tonic Pupil	A pupillary abnormality characterized by a poor pupillary light reaction, reduced accommodation, iris sector palsies, an enhanced pupillary response to near effort that results in a prolonged, "tonic" constriction, and slow pupillary redilation. This condition is associated with injury to the postganglionic parasympathetic innervation to the pupil. (From Miller et al., Clinical Neuro-Ophthalmology, 4th ed, pp492-500)		167	
D015845	C23.888.592.708.575	Tonic Pupil	A pupillary abnormality characterized by a poor pupillary light reaction, reduced accommodation, iris sector palsies, an enhanced pupillary response to near effort that results in a prolonged, "tonic" constriction, and slow pupillary redilation. This condition is associated with injury to the postganglionic parasympathetic innervation to the pupil. (From Miller et al., Clinical Neuro-Ophthalmology, 4th ed, pp492-500)		167	
D015858	C11.744.126	Anisometropia	A condition of an inequality of refractive power of the two eyes.		656	
D015861	C11.768.725	Retinal Neovascularization	Formation of new blood vessels originating from the retinal veins and extending along the inner (vitreal) surface of the retina.		2689	
D015861	C23.550.589.500.725	Retinal Neovascularization	Formation of new blood vessels originating from the retinal veins and extending along the inner (vitreal) surface of the retina.		2689	
D015862	C11.941.160	Choroid Diseases	Disorders of the choroid including hereditary choroidal diseases, neoplasms, and other abnormalities of the vascular layer of the uvea.		2904	
D015863	C11.941.375.360	Iridocyclitis	Acute or chronic inflammation of the iris and ciliary body characterized by exudates into the anterior chamber, discoloration of the iris, and constricted, sluggish pupil. Symptoms include radiating pain, photophobia, lacrimation, and interference with vision.		765	
D015863	C11.941.879.780.880.400	Iridocyclitis	Acute or chronic inflammation of the iris and ciliary body characterized by exudates into the anterior chamber, discoloration of the iris, and constricted, sluggish pupil. Symptoms include radiating pain, photophobia, lacrimation, and interference with vision.		765	
D015864	C11.941.879.780	Panuveitis	Inflammation in which both the anterior and posterior segments of the uvea are involved and a specific focus is not apparent. It is often severe and extensive and a serious threat to vision. Causes include systemic diseases such as tuberculosis, sarcoidosis, and syphilis, as well as malignancies. The intermediate segment of the eye is not involved.		532	
D015866	C11.941.879.780.900	Uveitis, Posterior	Inflammation of the choroid as well as the retina and vitreous body. Some form of visual disturbance is usually present. The most important characteristics of posterior uveitis are vitreous opacities, choroiditis, and chorioretinitis.		694	
D015867	C11.941.879.900	Uveitis, Intermediate	Inflammation of the pars plana, ciliary body, and adjacent structures.		455	
D015868	C11.941.160.478.700	Pars Planitis	Form of granulomatous uveitis occurring in the region of the pars plana. This disorder is a common condition with no detectable focal pathology. It causes fibrovascular proliferation at the inferior ora serrata.		132	
D015868	C11.941.879.780.900.300.659	Pars Planitis	Form of granulomatous uveitis occurring in the region of the pars plana. This disorder is a common condition with no detectable focal pathology. It causes fibrovascular proliferation at the inferior ora serrata.		132	
D015868	C11.941.879.900.500	Pars Planitis	Form of granulomatous uveitis occurring in the region of the pars plana. This disorder is a common condition with no detectable focal pathology. It causes fibrovascular proliferation at the inferior ora serrata.		132	
D015875	C10.597.690.150	Anisocoria	Unequal pupil size, which may represent a benign physiologic variant or a manifestation of disease. Pathologic anisocoria reflects an abnormality in the musculature of the iris (IRIS DISEASES) or in the parasympathetic or sympathetic pathways that innervate the pupil. Physiologic anisocoria refers to an asymmetry of pupil diameter, usually less than 2mm, that is not associated with disease.		263	
D015875	C11.710.090	Anisocoria	Unequal pupil size, which may represent a benign physiologic variant or a manifestation of disease. Pathologic anisocoria reflects an abnormality in the musculature of the iris (IRIS DISEASES) or in the parasympathetic or sympathetic pathways that innervate the pupil. Physiologic anisocoria refers to an asymmetry of pupil diameter, usually less than 2mm, that is not associated with disease.		263	
D015875	C23.888.592.708.150	Anisocoria	Unequal pupil size, which may represent a benign physiologic variant or a manifestation of disease. Pathologic anisocoria reflects an abnormality in the musculature of the iris (IRIS DISEASES) or in the parasympathetic or sympathetic pathways that innervate the pupil. Physiologic anisocoria refers to an asymmetry of pupil diameter, usually less than 2mm, that is not associated with disease.		263	
D015877	C10.597.690.362	Miosis	Pupillary constriction. This may result from congenital absence of the dilatator pupillary muscle, defective sympathetic innervation, or irritation of the CONJUNCTIVA or CORNEA.		298	
D015877	C11.710.528	Miosis	Pupillary constriction. This may result from congenital absence of the dilatator pupillary muscle, defective sympathetic innervation, or irritation of the CONJUNCTIVA or CORNEA.		298	
D015877	C23.888.592.708.362	Miosis	Pupillary constriction. This may result from congenital absence of the dilatator pupillary muscle, defective sympathetic innervation, or irritation of the CONJUNCTIVA or CORNEA.		298	
D015878	C11.710.570	Mydriasis	Dilation of pupils to greater than 6 mm combined with failure of the pupils to constrict when stimulated with light. This condition may occur due to injury of the pupillary fibers in the oculomotor nerve, in acute angle-closure glaucoma, and in ADIE SYNDROME.		545	
D015882	C11.768.773.674	Retinal Necrosis Syndrome, Acute	Mild to fulminant necrotizing vaso-occlusive retinitis associated with a high incidence of retinal detachment and poor vision outcome.		732	
D016055	C12.050.351.968.934.880	Urinary Retention	Inability to empty the URINARY BLADDER with voiding (URINATION).		3802	
D016055	C12.200.777.934.880	Urinary Retention	Inability to empty the URINARY BLADDER with voiding (URINATION).		3802	
D016055	C12.950.934.880	Urinary Retention	Inability to empty the URINARY BLADDER with voiding (URINATION).		3802	
D016063	C23.550.414.300	Blood Loss, Surgical	Loss of blood during a surgical procedure.		7073	
D016063	C23.550.505.300	Blood Loss, Surgical	Loss of blood during a surgical procedure.		7073	
D016066	C04.588.894.797.640.700	Pleural Effusion, Malignant	Presence of fluid in the PLEURAL CAVITY as a complication of malignant disease. Malignant pleural effusions often contain actual malignant cells.		3494	
D016066	C08.528.652.700	Pleural Effusion, Malignant	Presence of fluid in the PLEURAL CAVITY as a complication of malignant disease. Malignant pleural effusions often contain actual malignant cells.		3494	
D016066	C08.528.694.700	Pleural Effusion, Malignant	Presence of fluid in the PLEURAL CAVITY as a complication of malignant disease. Malignant pleural effusions often contain actual malignant cells.		3494	
D016066	C08.785.640.700	Pleural Effusion, Malignant	Presence of fluid in the PLEURAL CAVITY as a complication of malignant disease. Malignant pleural effusions often contain actual malignant cells.		3494	
D016080	C04.182.044	Arachnoid Cysts	Intracranial or spinal cavities containing a cerebrospinal-like fluid, the wall of which is composed of arachnoidal cells. They are most often developmental or related to trauma. Intracranial arachnoid cysts usually occur adjacent to arachnoidal cistern and may present with HYDROCEPHALUS; HEADACHE; SEIZURES; and focal neurologic signs. (From Joynt, Clinical Neurology, 1994, Ch44, pp105-115)		2454	
D016080	C04.588.614.250.387.100	Arachnoid Cysts	Intracranial or spinal cavities containing a cerebrospinal-like fluid, the wall of which is composed of arachnoidal cells. They are most often developmental or related to trauma. Intracranial arachnoid cysts usually occur adjacent to arachnoidal cistern and may present with HYDROCEPHALUS; HEADACHE; SEIZURES; and focal neurologic signs. (From Joynt, Clinical Neurology, 1994, Ch44, pp105-115)		2454	
D016080	C10.500.142.100	Arachnoid Cysts	Intracranial or spinal cavities containing a cerebrospinal-like fluid, the wall of which is composed of arachnoidal cells. They are most often developmental or related to trauma. Intracranial arachnoid cysts usually occur adjacent to arachnoidal cistern and may present with HYDROCEPHALUS; HEADACHE; SEIZURES; and focal neurologic signs. (From Joynt, Clinical Neurology, 1994, Ch44, pp105-115)		2454	
D016080	C10.551.240.375.100	Arachnoid Cysts	Intracranial or spinal cavities containing a cerebrospinal-like fluid, the wall of which is composed of arachnoidal cells. They are most often developmental or related to trauma. Intracranial arachnoid cysts usually occur adjacent to arachnoidal cistern and may present with HYDROCEPHALUS; HEADACHE; SEIZURES; and focal neurologic signs. (From Joynt, Clinical Neurology, 1994, Ch44, pp105-115)		2454	
D016080	C16.131.666.142.100	Arachnoid Cysts	Intracranial or spinal cavities containing a cerebrospinal-like fluid, the wall of which is composed of arachnoidal cells. They are most often developmental or related to trauma. Intracranial arachnoid cysts usually occur adjacent to arachnoidal cistern and may present with HYDROCEPHALUS; HEADACHE; SEIZURES; and focal neurologic signs. (From Joynt, Clinical Neurology, 1994, Ch44, pp105-115)		2454	
D016097	C01.925.782.815.616.850	Simian Acquired Immunodeficiency Syndrome	Acquired defect of cellular immunity that occurs naturally in macaques infected with SRV serotypes, experimentally in monkeys inoculated with SRV or MASON-PFIZER MONKEY VIRUS; (MPMV), or in monkeys infected with SIMIAN IMMUNODEFICIENCY VIRUS.		4328	
D016097	C01.925.839.850	Simian Acquired Immunodeficiency Syndrome	Acquired defect of cellular immunity that occurs naturally in macaques infected with SRV serotypes, experimentally in monkeys inoculated with SRV or MASON-PFIZER MONKEY VIRUS; (MPMV), or in monkeys infected with SIMIAN IMMUNODEFICIENCY VIRUS.		4328	
D016097	C22.735.500.850	Simian Acquired Immunodeficiency Syndrome	Acquired defect of cellular immunity that occurs naturally in macaques infected with SRV serotypes, experimentally in monkeys inoculated with SRV or MASON-PFIZER MONKEY VIRUS; (MPMV), or in monkeys infected with SIMIAN IMMUNODEFICIENCY VIRUS.		4328	
D016098	C01.207.800.350	Gerstmann-Straussler-Scheinker Disease	An autosomal dominant familial prion disease with a wide spectrum of clinical presentations including ATAXIA, spastic paraparesis, extrapyramidal signs, and DEMENTIA. Clinical onset is in the third to sixth decade of life and the mean duration of illness prior to death is five years. Several kindreds with variable clinical and pathologic features have been described. Pathologic features include cerebral prion protein amyloidosis, and spongiform or neurofibrillary degeneration. (From Brain Pathol 1998 Jul;8(3):499-513; Brain Pathol 1995 Jan;5(1):61-75)		342	
D016098	C10.228.228.800.350	Gerstmann-Straussler-Scheinker Disease	An autosomal dominant familial prion disease with a wide spectrum of clinical presentations including ATAXIA, spastic paraparesis, extrapyramidal signs, and DEMENTIA. Clinical onset is in the third to sixth decade of life and the mean duration of illness prior to death is five years. Several kindreds with variable clinical and pathologic features have been described. Pathologic features include cerebral prion protein amyloidosis, and spongiform or neurofibrillary degeneration. (From Brain Pathol 1998 Jul;8(3):499-513; Brain Pathol 1995 Jan;5(1):61-75)		342	
D016098	C10.574.500.425	Gerstmann-Straussler-Scheinker Disease	An autosomal dominant familial prion disease with a wide spectrum of clinical presentations including ATAXIA, spastic paraparesis, extrapyramidal signs, and DEMENTIA. Clinical onset is in the third to sixth decade of life and the mean duration of illness prior to death is five years. Several kindreds with variable clinical and pathologic features have been described. Pathologic features include cerebral prion protein amyloidosis, and spongiform or neurofibrillary degeneration. (From Brain Pathol 1998 Jul;8(3):499-513; Brain Pathol 1995 Jan;5(1):61-75)		342	
D016098	C10.574.843.400	Gerstmann-Straussler-Scheinker Disease	An autosomal dominant familial prion disease with a wide spectrum of clinical presentations including ATAXIA, spastic paraparesis, extrapyramidal signs, and DEMENTIA. Clinical onset is in the third to sixth decade of life and the mean duration of illness prior to death is five years. Several kindreds with variable clinical and pathologic features have been described. Pathologic features include cerebral prion protein amyloidosis, and spongiform or neurofibrillary degeneration. (From Brain Pathol 1998 Jul;8(3):499-513; Brain Pathol 1995 Jan;5(1):61-75)		342	
D016098	C16.320.400.350	Gerstmann-Straussler-Scheinker Disease	An autosomal dominant familial prion disease with a wide spectrum of clinical presentations including ATAXIA, spastic paraparesis, extrapyramidal signs, and DEMENTIA. Clinical onset is in the third to sixth decade of life and the mean duration of illness prior to death is five years. Several kindreds with variable clinical and pathologic features have been described. Pathologic features include cerebral prion protein amyloidosis, and spongiform or neurofibrillary degeneration. (From Brain Pathol 1998 Jul;8(3):499-513; Brain Pathol 1995 Jan;5(1):61-75)		342	
D016103	C26.117.500.500	Spinal Fractures	Broken bones in the vertebral column.		15119	
D016103	C26.404.812	Spinal Fractures	Broken bones in the vertebral column.		15119	
D016104	C12.050.703.560	Oligohydramnios	A condition of abnormally low AMNIOTIC FLUID volume. Principal causes include malformations of fetal URINARY TRACT; FETAL GROWTH RETARDATION; GESTATIONAL HYPERTENSION; nicotine poisoning; and PROLONGED PREGNANCY.		777	
D016107	C16.131.831.493.080	Epidermolysis Bullosa Acquisita	Form of epidermolysis bullosa characterized by trauma-induced, subepidermal blistering with no family history of the disease. Direct immunofluorescence shows IMMUNOGLOBULIN G deposited at the dermo-epidermal junction.		566	
D016107	C17.800.804.493.080	Epidermolysis Bullosa Acquisita	Form of epidermolysis bullosa characterized by trauma-induced, subepidermal blistering with no family history of the disease. Direct immunofluorescence shows IMMUNOGLOBULIN G deposited at the dermo-epidermal junction.		566	
D016107	C17.800.827.275.080	Epidermolysis Bullosa Acquisita	Form of epidermolysis bullosa characterized by trauma-induced, subepidermal blistering with no family history of the disease. Direct immunofluorescence shows IMMUNOGLOBULIN G deposited at the dermo-epidermal junction.		566	
D016107	C17.800.865.410.080	Epidermolysis Bullosa Acquisita	Form of epidermolysis bullosa characterized by trauma-induced, subepidermal blistering with no family history of the disease. Direct immunofluorescence shows IMMUNOGLOBULIN G deposited at the dermo-epidermal junction.		566	
D016108	C16.131.831.493.160	Epidermolysis Bullosa Dystrophica	Form of epidermolysis bullosa characterized by atrophy of blistered areas, severe scarring, and nail changes. It is most often present at birth or in early infancy and occurs in both autosomal dominant and recessive forms. All forms of dystrophic epidermolysis bullosa result from mutations in COLLAGEN TYPE VII, a major component fibrils of BASEMENT MEMBRANE and EPIDERMIS.		1285	
D016108	C16.320.850.275.160	Epidermolysis Bullosa Dystrophica	Form of epidermolysis bullosa characterized by atrophy of blistered areas, severe scarring, and nail changes. It is most often present at birth or in early infancy and occurs in both autosomal dominant and recessive forms. All forms of dystrophic epidermolysis bullosa result from mutations in COLLAGEN TYPE VII, a major component fibrils of BASEMENT MEMBRANE and EPIDERMIS.		1285	
D016108	C17.300.200.367	Epidermolysis Bullosa Dystrophica	Form of epidermolysis bullosa characterized by atrophy of blistered areas, severe scarring, and nail changes. It is most often present at birth or in early infancy and occurs in both autosomal dominant and recessive forms. All forms of dystrophic epidermolysis bullosa result from mutations in COLLAGEN TYPE VII, a major component fibrils of BASEMENT MEMBRANE and EPIDERMIS.		1285	
D016108	C17.800.804.493.160	Epidermolysis Bullosa Dystrophica	Form of epidermolysis bullosa characterized by atrophy of blistered areas, severe scarring, and nail changes. It is most often present at birth or in early infancy and occurs in both autosomal dominant and recessive forms. All forms of dystrophic epidermolysis bullosa result from mutations in COLLAGEN TYPE VII, a major component fibrils of BASEMENT MEMBRANE and EPIDERMIS.		1285	
D016108	C17.800.827.275.160	Epidermolysis Bullosa Dystrophica	Form of epidermolysis bullosa characterized by atrophy of blistered areas, severe scarring, and nail changes. It is most often present at birth or in early infancy and occurs in both autosomal dominant and recessive forms. All forms of dystrophic epidermolysis bullosa result from mutations in COLLAGEN TYPE VII, a major component fibrils of BASEMENT MEMBRANE and EPIDERMIS.		1285	
D016108	C17.800.865.410.160	Epidermolysis Bullosa Dystrophica	Form of epidermolysis bullosa characterized by atrophy of blistered areas, severe scarring, and nail changes. It is most often present at birth or in early infancy and occurs in both autosomal dominant and recessive forms. All forms of dystrophic epidermolysis bullosa result from mutations in COLLAGEN TYPE VII, a major component fibrils of BASEMENT MEMBRANE and EPIDERMIS.		1285	
D016109	C16.131.831.493.170	Epidermolysis Bullosa, Junctional	Form of epidermolysis bullosa having onset at birth or during the neonatal period and transmitted through autosomal recessive inheritance. It is characterized by generalized blister formation, extensive denudation, and separation and cleavage of the basal cell plasma membranes from the basement membrane.		441	
D016109	C16.320.850.275.170	Epidermolysis Bullosa, Junctional	Form of epidermolysis bullosa having onset at birth or during the neonatal period and transmitted through autosomal recessive inheritance. It is characterized by generalized blister formation, extensive denudation, and separation and cleavage of the basal cell plasma membranes from the basement membrane.		441	
D016109	C17.800.804.493.170	Epidermolysis Bullosa, Junctional	Form of epidermolysis bullosa having onset at birth or during the neonatal period and transmitted through autosomal recessive inheritance. It is characterized by generalized blister formation, extensive denudation, and separation and cleavage of the basal cell plasma membranes from the basement membrane.		441	
D016109	C17.800.827.275.170	Epidermolysis Bullosa, Junctional	Form of epidermolysis bullosa having onset at birth or during the neonatal period and transmitted through autosomal recessive inheritance. It is characterized by generalized blister formation, extensive denudation, and separation and cleavage of the basal cell plasma membranes from the basement membrane.		441	
D016109	C17.800.865.410.170	Epidermolysis Bullosa, Junctional	Form of epidermolysis bullosa having onset at birth or during the neonatal period and transmitted through autosomal recessive inheritance. It is characterized by generalized blister formation, extensive denudation, and separation and cleavage of the basal cell plasma membranes from the basement membrane.		441	
D016110	C16.131.831.493.180	Epidermolysis Bullosa Simplex	A form of epidermolysis bullosa characterized by serous bullae that heal without scarring. Mutations in the genes that encode KERATIN-5 and KERATIN-14 have been associated with several subtypes of epidermolysis bullosa simplex.		532	
D016110	C16.320.850.275.180	Epidermolysis Bullosa Simplex	A form of epidermolysis bullosa characterized by serous bullae that heal without scarring. Mutations in the genes that encode KERATIN-5 and KERATIN-14 have been associated with several subtypes of epidermolysis bullosa simplex.		532	
D016110	C17.800.804.493.180	Epidermolysis Bullosa Simplex	A form of epidermolysis bullosa characterized by serous bullae that heal without scarring. Mutations in the genes that encode KERATIN-5 and KERATIN-14 have been associated with several subtypes of epidermolysis bullosa simplex.		532	
D016110	C17.800.827.275.180	Epidermolysis Bullosa Simplex	A form of epidermolysis bullosa characterized by serous bullae that heal without scarring. Mutations in the genes that encode KERATIN-5 and KERATIN-14 have been associated with several subtypes of epidermolysis bullosa simplex.		532	
D016110	C17.800.865.410.180	Epidermolysis Bullosa Simplex	A form of epidermolysis bullosa characterized by serous bullae that heal without scarring. Mutations in the genes that encode KERATIN-5 and KERATIN-14 have been associated with several subtypes of epidermolysis bullosa simplex.		532	
D016111	C16.131.831.512.723	Sjogren-Larsson Syndrome	An autosomal recessive neurocutaneous disorder characterized by severe ichthyosis MENTAL RETARDATION; SPASTIC PARAPLEGIA; and congenital ICHTHYOSIS. It is caused by mutation of gene encoding microsomal fatty ALDEHYDE DEHYDROGENASE leading to defect in fatty alcohol metabolism.		278	
D016111	C16.320.565.398.641.723	Sjogren-Larsson Syndrome	An autosomal recessive neurocutaneous disorder characterized by severe ichthyosis MENTAL RETARDATION; SPASTIC PARAPLEGIA; and congenital ICHTHYOSIS. It is caused by mutation of gene encoding microsomal fatty ALDEHYDE DEHYDROGENASE leading to defect in fatty alcohol metabolism.		278	
D016111	C16.320.850.820	Sjogren-Larsson Syndrome	An autosomal recessive neurocutaneous disorder characterized by severe ichthyosis MENTAL RETARDATION; SPASTIC PARAPLEGIA; and congenital ICHTHYOSIS. It is caused by mutation of gene encoding microsomal fatty ALDEHYDE DEHYDROGENASE leading to defect in fatty alcohol metabolism.		278	
D016111	C16.614.492.723	Sjogren-Larsson Syndrome	An autosomal recessive neurocutaneous disorder characterized by severe ichthyosis MENTAL RETARDATION; SPASTIC PARAPLEGIA; and congenital ICHTHYOSIS. It is caused by mutation of gene encoding microsomal fatty ALDEHYDE DEHYDROGENASE leading to defect in fatty alcohol metabolism.		278	
D016111	C17.800.428.333.723	Sjogren-Larsson Syndrome	An autosomal recessive neurocutaneous disorder characterized by severe ichthyosis MENTAL RETARDATION; SPASTIC PARAPLEGIA; and congenital ICHTHYOSIS. It is caused by mutation of gene encoding microsomal fatty ALDEHYDE DEHYDROGENASE leading to defect in fatty alcohol metabolism.		278	
D016111	C17.800.804.512.723	Sjogren-Larsson Syndrome	An autosomal recessive neurocutaneous disorder characterized by severe ichthyosis MENTAL RETARDATION; SPASTIC PARAPLEGIA; and congenital ICHTHYOSIS. It is caused by mutation of gene encoding microsomal fatty ALDEHYDE DEHYDROGENASE leading to defect in fatty alcohol metabolism.		278	
D016111	C17.800.827.820	Sjogren-Larsson Syndrome	An autosomal recessive neurocutaneous disorder characterized by severe ichthyosis MENTAL RETARDATION; SPASTIC PARAPLEGIA; and congenital ICHTHYOSIS. It is caused by mutation of gene encoding microsomal fatty ALDEHYDE DEHYDROGENASE leading to defect in fatty alcohol metabolism.		278	
