MeSH ID	Tree ID	Name	Description	Comment	Counts [Template Drug]	Color
D018459	C17.002.077.002.003	Lichen Sclerosus et Atrophicus	A chronic inflammatory mucocutaneous disease usually affecting the female genitalia (VULVAR LICHEN SCLEROSUS) and BALANITIS XEROTICA OBLITERANS in males. It is also called white spot disease and Csillag's disease.		0	#FFFFFF
D011618	F03.031.006	Psychotic Disorders	Disorders in which there is a loss of ego boundaries or a gross impairment in reality testing with delusions or prominent hallucinations. (From DSM-IV, 1994)		0	#FFFFFF
D020031	C01.054.006.004.004|C01.054.018.002	Epstein-Barr Virus Infections	Infection with human herpesvirus 4 (HERPESVIRUS 4, HUMAN); which may facilitate the development of various lymphoproliferative disorders. These include BURKITT LYMPHOMA (African type), INFECTIOUS MONONUCLEOSIS, and oral hairy leukoplakia (LEUKOPLAKIA, HAIRY).		0	#FFFFFF
D018311	C12.006.008.001.002.004.006|C19.005.003.004|C04.015.003.004|C04.037.002.002|C12.004.005.014.001.002.006|C12.004.005.005.001.002.004.006|C19.006.008.004.006|C12.016.001.002.006	Luteoma	An ovarian neoplasm composed of LUTEAL CELLS derived from luteinized GRANULOSA CELLS and THECA CELLS. Luteomas respond to GONADOTROPINS, and vary in their hormone production (PROGESTERONE; ESTROGENS; or ANDROGENS). During PREGNANCY, a transient type of luteoma may develop due to an exaggerated LUTEINIZATION of the OVARY.		0	#FFFFFF
D004401	C23.055.003.001|C10.018.003.001	Dysarthria	Disorders of speech articulation caused by imperfect coordination of pharynx, larynx, tongue, or face muscles. This may result from CRANIAL NERVE DISEASES; NEUROMUSCULAR DISEASES; CEREBELLAR DISEASES; BASAL GANGLIA DISEASES; BRAIN STEM diseases; or diseases of the corticobulbar tracts (see PYRAMIDAL TRACTS). The cortical language centers are intact in this condition. (From Adams et al., Principles of Neurology, 6th ed, p489)		0	#FFFFFF
D004675	C01.054.004.001.001.004|C10.048.001.003.001.001.004|C01.012.009.001.001.004|C10.014.002.009.001.001.004|C01.054.002.004.004|C01.052.001.003.004|C01.054.013.007.001.004|C01.012.005.002.001.004|C01.054.013.006.004|C10.014.001.019.003.001.001.004|C10.014.002.005.002.001.004|C01.052.010.004	Encephalitis, Tick-Borne	Encephalitis caused by neurotropic viruses that are transmitted via the bite of TICKS. In Europe, the diseases are caused by ENCEPHALITIS VIRUSES, TICK-BORNE, which give rise to Russian spring-summer encephalitis, central European encephalitis, louping ill encephalitis, and related disorders. Powassan encephalitis occurs in North America and Russia and is caused by the Powassan virus. ASEPTIC MENINGITIS and rarely encephalitis may complicate COLORADO TICK FEVER which is endemic to mountainous regions of the western United States. (From Joynt, Clinical Neurology, 1996, Ch26, pp14-5)		0	#FFFFFF
D018174	C01.054.013.012.001	Arterivirus Infections	Infections caused by viruses of the genus ARTERIVIRUS.		0	#FFFFFF
D012892	F03.013.001|C23.194|C10.025.001	Sleep Deprivation	The state of being deprived of sleep under experimental conditions, due to life events, or from a wide variety of pathophysiologic causes such as medication effect, chronic illness, psychiatric illness, or sleep disorder.		0	#FFFFFF
D000080887	F03.010	Diabulimia	Eating disorder occurring typically in patients with DIABETES MELLITUS, TYPE 1 who restrict INSULIN intake in order to lose weight.		0	#FFFFFF
D004474	C01.054.006.008.002	Ecthyma, Contagious	An infectious dermatitis of sheep and goats, affecting primarily the muzzle and lips. It is caused by a poxvirus and may be transmitted to man.		0	#FFFFFF
D009814	C01.032.007.003.003.005.002	Oesophagostomiasis	Infection of the intestinal tract with worms of the genus OESOPHAGOSTOMUM. This condition occurs mainly in animals other than man.		0	#FFFFFF
D000073376	C10.014.001.021.007	Epileptic Syndromes	EPILEPTIC SEIZURES that are of similar type and age of onset and have other similar features (e.g., clinical course, EEG findings, genetic association and neuropathology).		0	#FFFFFF
D031249	C15.002.001.003.001	Erdheim-Chester Disease	A rare form of non-Langerhans-cell histiocytosis (HISTIOCYTOSIS, NON-LANGERHANS-CELL) with onset in middle age. The systemic disease is characterized by infiltration of lipid-laden macrophages, multinucleated giant cells, an inflammatory infiltrate of lymphocytes and histiocytes in the bone marrow, and a generalized sclerosis of the long bones.		0	#FFFFFF
D009400	C12.004.005.015.001.025|C12.017.001.025|C12.010.015.001.025	Nephrosclerosis	Hardening of the KIDNEY due to infiltration by fibrous connective tissue (FIBROSIS), usually caused by renovascular diseases or chronic HYPERTENSION. Nephrosclerosis leads to renal ISCHEMIA.		0	#FFFFFF
D002205	C17.001.021.002.001|C08.007.014.002|C08.007.008.005.002|C05.032.002.001|C05.018.003.005.001	Caplan Syndrome	A condition characterized by the presence of RHEUMATOID ARTHRITIS associated with a specific form of pneumoconiosis, often in coal miners and asbestos workers.		0	#FFFFFF
D004381	C06.005.006.009.001|C06.005.004.003.004.001	Duodenal Ulcer	A PEPTIC ULCER located in the DUODENUM.		0	#FFFFFF
D000752	C15.001.001.004.001.001|C18.007.003.007.001	Anemia, Pernicious	A megaloblastic anemia occurring in children but more commonly in later life, characterized by histamine-fast achlorhydria, in which the laboratory and clinical manifestations are based on malabsorption of vitamin B 12 due to a failure of the gastric mucosa to secrete adequate and potent intrinsic factor. (Dorland, 27th ed)		0	#FFFFFF
D009128	C23.136.002|C10.038.002|C05.025.021	Muscle Spasticity	A form of muscle hypertonia associated with upper MOTOR NEURON DISEASE. Resistance to passive stretch of a spastic muscle results in minimal initial resistance (a "free interval") followed by an incremental increase in muscle tone. Tone increases in proportion to the velocity of stretch. Spasticity is usually accompanied by HYPERREFLEXIA and variable degrees of MUSCLE WEAKNESS. (From Adams et al., Principles of Neurology, 6th ed, p54)		0	#FFFFFF
D005148	C17.002.023	Facial Dermatoses	Skin diseases involving the FACE.		0	#FFFFFF
D012562	F03.031.007.002	Schizophrenia, Disorganized	A type of schizophrenia characterized by frequent incoherence; marked loosening of associations, or grossly disorganized behavior and flat or grossly inappropriate affect that does not meet the criteria for the catatonic type; associated features include extreme social withdrawal, grimacing, mannerisms, mirror gazing, inappropriate giggling, and other odd behavior. (Dorland, 27th ed)		0	#FFFFFF
D006976	C14.005.019.004|C08.007.005	Hypertension, Pulmonary	Increased VASCULAR RESISTANCE in the PULMONARY CIRCULATION, usually secondary to HEART DISEASES or LUNG DISEASES.		0	#FFFFFF
D012830	C01.005.001.011.001.003.002.017.001|C01.039.021.001|C08.012.021.001|C08.007.008.005.003|C08.007.014.003|C08.007.026.001	Silicotuberculosis	Pulmonary or extrapulmonary infection caused by MYCOBACTERIUM TUBERCULOSIS or nontuberculous mycobacteria in a patient with silicosis.		0	#FFFFFF
D063726	F03.031.003	Delusional Parasitosis	A delusional disorder of belief in infestation by insects or other parasites. This FORMICATION is typically accompanied by dermatological manifestation such as PRURITUS that may lead to self-mutilation in order to remove the perceived parasites. It can be either primary or secondary to a somatic or psychiatric condition.		0	#FFFFFF
D008882	C07.007.023.002	Mikulicz' Disease	A chronic, benign, and usually painless inflammatory swelling of the lacrimal and salivary glands. It is considered by some to include the glandular enlargement associated with other diseases, such as Sjogren's syndrome, sarcoidosis, lupus erythematosus, etc.		0	#FFFFFF
D005166	C15.001.002.001.005|C16.030.005|C15.001.009.004|C15.001.002.002.003	Factor V Deficiency	A deficiency of blood coagulation factor V (known as proaccelerin or accelerator globulin or labile factor) leading to a rare hemorrhagic tendency known as Owren's disease or parahemophilia. It varies greatly in severity. Factor V deficiency is an autosomal recessive trait. (Dorland, 27th ed)		0	#FFFFFF
D015835	C10.021.008|C11.025|C10.014.006	Ocular Motility Disorders	Disorders that feature impairment of eye movements as a primary manifestation of disease. These conditions may be divided into infranuclear, nuclear, and supranuclear disorders. Diseases of the eye muscles or oculomotor cranial nerves (III, IV, and VI) are considered infranuclear. Nuclear disorders are caused by disease of the oculomotor, trochlear, or abducens nuclei in the BRAIN STEM. Supranuclear disorders are produced by dysfunction of higher order sensory and motor systems that control eye movements, including neural networks in the CEREBRAL CORTEX; BASAL GANGLIA; CEREBELLUM; and BRAIN STEM. Ocular torticollis refers to a head tilt that is caused by an ocular misalignment. Opsoclonus refers to rapid, conjugate oscillations of the eyes in multiple directions, which may occur as a parainfectious or paraneoplastic condition (e.g., OPSOCLONUS-MYOCLONUS SYNDROME). (Adams et al., Principles of Neurology, 6th ed, p240)		0	#FFFFFF
D007029	C04.045.001.001.005.001|C10.044.001.001.005.001|C10.014.001.012.005.001|C10.014.001.023.002	Hypothalamic Neoplasms	Benign and malignant tumors of the HYPOTHALAMUS. Pilocytic astrocytomas and hamartomas are relatively frequent histologic types. Neoplasms of the hypothalamus frequently originate from adjacent structures, including the OPTIC CHIASM, optic nerve (see OPTIC NERVE NEOPLASMS), and pituitary gland (see PITUITARY NEOPLASMS). Relatively frequent clinical manifestations include visual loss, developmental delay, macrocephaly, and precocious puberty. (From Devita et al., Cancer: Principles and Practice of Oncology, 5th ed, p2051)		0	#FFFFFF
D018886	C23.055.002.002|C10.018.002.002	Aphasia, Conduction	A type of fluent aphasia characterized by an impaired ability to repeat one and two word phrases, despite retained comprehension. This condition is associated with dominant hemisphere lesions involving the arcuate fasciculus (a white matter projection between Broca's and Wernicke's areas) and adjacent structures. Like patients with Wernicke aphasia (APHASIA, WERNICKE), patients with conduction aphasia are fluent but commit paraphasic errors during attempts at written and oral forms of communication. (From Adams et al., Principles of Neurology, 6th ed, p482; Brain & Bannister, Clinical Neurology, 7th ed, p142; Kandel et al., Principles of Neural Science, 3d ed, p848)		0	#FFFFFF
D055499	C01.010	Catheter-Related Infections	Infections resulting from the use of catheters. Proper aseptic technique, site of catheter placement, material composition, and virulence of the organism are all factors that can influence possible infection.		0	#FFFFFF
D011665	C14.003.016.006	Pulmonary Valve Insufficiency	Backflow of blood from the PULMONARY ARTERY into the RIGHT VENTRICLE due to imperfect closure of the PULMONARY VALVE.		0	#FFFFFF
D004761	C06.005.004.006.003|C01.005.001.011.004.002|C06.005.002.007.003	Enterocolitis, Pseudomembranous	An acute inflammation of the INTESTINAL MUCOSA that is characterized by the presence of pseudomembranes or plaques in the SMALL INTESTINE (pseudomembranous enteritis) and the LARGE INTESTINE (pseudomembranous colitis). It is commonly associated with antibiotic therapy and CLOSTRIDIUM DIFFICILE colonization.		0	#FFFFFF
D055958	C23.166|C23.151.003|C10.049.006.011.005.001|C10.049.006.017|C10.049.006.012.004	Piriformis Muscle Syndrome	A chronic PELVIC PAIN characterized by pain deep in the buttock that may radiate to posterior aspects of the leg. It is caused by the piriformis muscle compressing or irritating the SCIATIC NERVE due to trauma, hypertrophy, inflammation or anatomic variations.		0	#FFFFFF
D058617	C15.002.008.011.001|C04.029.001|C04.033.008|C20.015.002.010.001	Composite Lymphoma	Two or more distinct types of malignant lymphoid tumors occurring within a single organ or tissue at the same time. It may contain different types of non-Hodgkin lymphoma cells or both Hodgkin and non-Hodgkin lymphoma cells.		0	#FFFFFF
D006871	C11.023.001.003.001|C11.018|C16.133	Hydrophthalmos	Congenital open-angle glaucoma that results from dysgenesis of the angle structures accompanied by increased intraocular pressure and enlargement of the eye. Treatment is both medical and surgical.		0	#FFFFFF
D002761	C06.002.001.004	Cholangitis	Inflammation of the biliary ductal system (BILE DUCTS); intrahepatic, extrahepatic, or both.		0	#FFFFFF
D009182	C04.029.005.005.004.003|C20.015.002.010.004.005.003.003|C15.002.008.011.004.005.003.003	Mycosis Fungoides	A chronic, malignant T-cell lymphoma of the skin. In the late stages, the LYMPH NODES and viscera are affected.		0	#FFFFFF
D001845	C05.003.001|C04.004	Bone Cysts	Benign unilocular lytic areas in the proximal end of a long bone with well defined and narrow endosteal margins. The cysts contain fluid and the cyst walls may contain some giant cells. Bone cysts usually occur in males between the ages 3-15 years.		0	#FFFFFF
D000608	C12.010.015.001.030|C12.017.001.030|C16.245|C12.004.005.015.001.030	Renal Aminoacidurias	A group of inherited kidney disorders characterized by the abnormally elevated levels of AMINO ACIDS in URINE. Genetic mutations of transport proteins result in the defective reabsorption of free amino acids at the PROXIMAL RENAL TUBULES. Renal aminoaciduria are classified by the specific amino acid or acids involved.		0	#FFFFFF
D000783	C14.005.001	Aneurysm	Pathological outpouching or sac-like dilatation in the wall of any blood vessel (ARTERIES or VEINS) or the heart (HEART ANEURYSM). It indicates a thin and weakened area in the wall which may later rupture. Aneurysms are classified by location, etiology, or other characteristics.		0	#FFFFFF
D033461	C23.107	Hyperuricemia	Excessive URIC ACID or urate in blood as defined by its solubility in plasma at 37 degrees C; greater than 0.42mmol per liter (7.0mg/dL) in men or 0.36mmol per liter (6.0mg/dL) in women. This condition is caused by overproduction of uric acid or impaired renal clearance. Hyperuricemia can be acquired, drug-induced or genetically determined (LESCH-NYHAN SYNDROME). It is associated with HYPERTENSION and GOUT.		0	#FFFFFF
D044584	C04.036.002.001.013|C04.036.006.001	Carcinoma, Ductal	Malignant neoplasms involving the ductal systems of any of a number of organs, such as the MAMMARY GLANDS, the PANCREAS, the PROSTATE, or the LACRIMAL GLAND.		0	#FFFFFF
D011317	C12.006.009.011.004|C12.010.005.011.004	Priapism	A prolonged painful erection that may lasts hours and is not associated with sexual activity. It is seen in patients with SICKLE CELL ANEMIA, advanced malignancy, spinal trauma; and certain drug treatments.		0	#FFFFFF
D014401	C12.014|C12.010.012|C12.004.005.012|C01.005.001.011.001.003.002.019	Tuberculosis, Urogenital	A general term for MYCOBACTERIUM infections of any part of the UROGENITAL SYSTEM in either the male or the female.		0	#FFFFFF
D009127	C05.025.020|C23.136.001|C10.038.001	Muscle Rigidity	Continuous involuntary sustained muscle contraction which is often a manifestation of BASAL GANGLIA DISEASES. When an affected muscle is passively stretched, the degree of resistance remains constant regardless of the rate at which the muscle is stretched. This feature helps to distinguish rigidity from MUSCLE SPASTICITY. (From Adams et al., Principles of Neurology, 6th ed, p73)		0	#FFFFFF
D003384	C01.054.013.014.003.002	Coxsackievirus Infections	A heterogeneous group of infections produced by coxsackieviruses, including HERPANGINA, aseptic meningitis (MENINGITIS, ASEPTIC), a common-cold-like syndrome, a non-paralytic poliomyelitis-like syndrome, epidemic pleurodynia (PLEURODYNIA, EPIDEMIC) and a serious MYOCARDITIS.		0	#FFFFFF
D012186	C04.001.002	Retroperitoneal Neoplasms	New abnormal growth of tissue in the RETROPERITONEAL SPACE.		0	#FFFFFF
D008708	C15.001.011	Methemoglobinemia	The presence of methemoglobin in the blood, resulting in cyanosis. A small amount of methemoglobin is present in the blood normally, but injury or toxic agents convert a larger proportion of hemoglobin into methemoglobin, which does not function reversibly as an oxygen carrier. Methemoglobinemia may be due to a defect in the enzyme NADH methemoglobin reductase (an autosomal recessive trait) or to an abnormality in hemoglobin M (an autosomal dominant trait). (Dorland, 27th ed)		0	#FFFFFF
D058246	C14.005.028	Prehypertension	Blood pressure levels that are between normotension and hypertension. Individuals with prehypertension are at a higher risk for developing cardiovascular diseases. Generally, prehypertension is defined as SYSTOLIC PRESSURE of 131-139 mm Hg and/or DIASTOLIC PRESSURE of 81-89 when the optimal is 120/80 mm Hg. For diabetics and other metabolism diseases the prehypertension is around 110-129/70-79 mm Hg.		0	#FFFFFF
D014264	C14.003.016.010	Tricuspid Valve Stenosis	The pathologic narrowing of the orifice of the TRICUSPID VALVE. This hinders the emptying of RIGHT ATRIUM leading to elevated right atrial pressure and systemic venous congestion. Tricuspid valve stenosis is almost always due to RHEUMATIC FEVER.		0	#FFFFFF
D005168	C15.001.002.001.006|C15.001.009.005|C16.030.006|C15.001.002.002.004	Factor VII Deficiency	An autosomal recessive characteristic or a coagulation disorder acquired in association with VITAMIN K DEFICIENCY. FACTOR VII is a Vitamin K dependent glycoprotein essential to the extrinsic pathway of coagulation.		0	#FFFFFF
D044225	C01.005.001.010.023	Piscirickettsiaceae Infections	Infections with bacteria of the family PISCIRICKETTSIACEAE, causing septicemic disease of salmonid fish (SALMONIDAE). Piscirickettsia-like bacteria are also associated with disease syndromes in non-salmonid fish.		0	#FFFFFF
D054312	C01.005.001.011.001.003.001.001|C17.002.081.001	Buruli Ulcer	A lesion in the skin and subcutaneous tissues due to infections by MYCOBACTERIUM ULCERANS. It was first reported in Uganda, Africa.		0	#FFFFFF
D009668	C08.008|C09.004	Nose Diseases	Disorders of the nose, general or unspecified.		0	#FFFFFF
D056725	C16.030.019.001|C15.001.002.001.018.001|C15.001.002.002.012.001|C15.001.009.021.001	von Willebrand Disease, Type 1	A subtype of von Willebrand disease that results from a partial deficiency of VON WILLEBRAND FACTOR.		0	#FFFFFF
D017449	C20.006|C17.002.074.002.001|C17.002.010.005.001	Dermatitis, Allergic Contact	A contact dermatitis due to allergic sensitization to various substances. These substances subsequently produce inflammatory reactions in the skin of those who have acquired hypersensitivity to them as a result of prior exposure.		0	#FFFFFF
D016731	C17.002.020.004|C01.054.006.006.001|C01.054.015.001|C17.002.075.005.001	Erythema Infectiosum	Contagious infection with human B19 Parvovirus most commonly seen in school age children and characterized by fever, headache, and rashes of the face, trunk, and extremities. It is often confused with RUBELLA.		0	#FFFFFF
D014820	C17.002.057.002.004	Vitiligo	A disorder consisting of areas of macular depigmentation, commonly on extensor aspects of extremities, on the face or neck, and in skin folds. Age of onset is often in young adulthood and the condition tends to progress gradually with lesions enlarging and extending until a quiescent state is reached.		0	#FFFFFF
D018357	C01.054.013.011.002.004.001	Respiratory Syncytial Virus Infections	Pneumovirus infections caused by the RESPIRATORY SYNCYTIAL VIRUSES. Humans and cattle are most affected but infections in goats and sheep have been reported.		0	#FFFFFF
D002780	C06.002.001.005.002|C06.008.002	Cholestasis, Intrahepatic	Impairment of bile flow due to injury to the HEPATOCYTES; BILE CANALICULI; or the intrahepatic bile ducts (BILE DUCTS, INTRAHEPATIC).		0	#FFFFFF
D057180	C10.045.008.002.001|C18.068.003.002.001|C10.014.001.016.007.001|F03.020.005.007.001	Frontotemporal Dementia	The most common clinical form of FRONTOTEMPORAL LOBAR DEGENERATION, this dementia presents with personality and behavioral changes often associated with disinhibition, apathy, and lack of insight.		0	#FFFFFF
D017488	C16.150.001|C17.002.031.001|C16.151.001.001|C17.002.039.005.001.001|C17.002.032.001.001	Hyperkeratosis, Epidermolytic	A form of congenital ichthyosis inherited as an autosomal dominant trait and characterized by ERYTHRODERMA and severe hyperkeratosis. It is manifested at birth by blisters followed by the appearance of thickened, horny, verruciform scales over the entire body, but accentuated in flexural areas. Mutations in the genes that encode KERATIN-1 and KERATIN-10 have been associated with this disorder.		0	#FFFFFF
D010051	C19.005.003|C19.006.008.004|C12.016.001.002|C04.015.003|C12.006.008.001.002.004|C12.004.005.005.001.002.004|C12.004.005.014.001.002	Ovarian Neoplasms	Tumors or cancer of the OVARY. These neoplasms can be benign or malignant. They are classified according to the tissue of origin, such as the surface EPITHELIUM, the stromal endocrine cells, and the totipotent GERM CELLS.		0	#FFFFFF
D006486	C18.041.003.002	Hemosiderosis	Conditions in which there is a generalized increase in the iron stores of body tissues, particularly of liver and the MONONUCLEAR PHAGOCYTE SYSTEM, without demonstrable tissue damage. The name refers to the presence of stainable iron in the tissue in the form of hemosiderin.		0	#FFFFFF
D012220	C09.004.004|C08.008.004|C08.012.013|C01.039.013	Rhinitis	Inflammation of the NASAL MUCOSA, the mucous membrane lining the NASAL CAVITIES.		0	#FFFFFF
D003111	C23.052	Colonic Polyps	Discrete tissue masses that protrude into the lumen of the COLON. These POLYPS are connected to the wall of the colon either by a stalk, pedunculus, or by a broad base.		0	#FFFFFF
D000090663	F03.031.007.004	Schizophrenia, Treatment-Resistant	A subset of schizophrenia with an inadequate response in target symptoms following treatment with two or more ANTIPSYCHOTICS.		0	#FFFFFF
D015463	C04.026.002.003|C20.015.002.008.003|C15.002.008.009.003	Leukemia, Prolymphocytic	A chronic leukemia characterized by a large number of circulating prolymphocytes. It can arise spontaneously or as a consequence of transformation of CHRONIC LYMPHOCYTIC LEUKEMIA.		0	#FFFFFF
D012035	C18.011.022|C16.225.005|C10.049.006.018.003.004|C10.045.001.012.004|C16.129.012.004|C18.062.005|C16.128.004|C10.029.004|C10.014.001.008.001.022|C16.032.022|C18.010.001.022	Refsum Disease	An autosomal recessive familial disorder that usually presents in childhood with POLYNEUROPATHY; SENSORINEURAL HEARING LOSS; ICHTHYOSIS; ATAXIA; RETINITIS PIGMENTOSA; and CARDIOMYOPATHIES. (From Joynt, Clinical Neurology, 1991, Ch37, p58-9; Rev Med Interne 1996;17(5):391-8) This condition can be caused by mutation in the genes encoding peroxisomal phytanoyl-CoA hydroxylase or proteins associated peroxisomal membrane, leading to impaired catabolism of PHYTANIC ACID in PEROXISOMES.		0	#FFFFFF
D020299	C10.014.001.014.008|C14.005.010.007	Intracranial Hemorrhage, Hypertensive	Bleeding within the SKULL that is caused by systemic HYPERTENSION, usually in association with INTRACRANIAL ARTERIOSCLEROSIS. Hypertensive hemorrhages are most frequent in the BASAL GANGLIA; CEREBELLUM; PONS; and THALAMUS; but may also involve the CEREBRAL CORTEX, subcortical white matter, and other brain structures.		0	#FFFFFF
D015174	C10.044.001.004.001|C10.014.007.009.001|C04.045.001.004.001	Epidural Neoplasms	Neoplasms located in the space between the vertebral PERIOSTEUM and DURA MATER surrounding the SPINAL CORD. Tumors in this location are most often metastatic in origin and may cause neurologic deficits by mass effect on the spinal cord or nerve roots or by interfering with blood supply to the spinal cord.		0	#FFFFFF
D059350	C23.048	Chronic Pain	Aching sensation that persists for more than a few months. It may or may not be associated with trauma or disease, and may persist after the initial injury has healed. Its localization, character, and timing are more vague than with acute pain.		0	#FFFFFF
D008069	C18.046.015.003|C17.002.042.003	Lipomatosis, Multiple Symmetrical	A condition characterized by the growth of unencapsulated masses of ADIPOSE TISSUE symmetrically deposited around the neck, shoulders, or other sites around the body.		0	#FFFFFF
D004701	C19.005|C04.015	Endocrine Gland Neoplasms	Tumors or cancer of the ENDOCRINE GLANDS.		0	#FFFFFF
D010304	C17.002.047.004|C01.042.003|C17.002.075.002	Paronychia	An inflammatory reaction involving the folds of the skin surrounding the fingernail. It is characterized by acute or chronic purulent, tender, and painful swellings of the tissues around the nail, caused by an abscess of the nail fold. The pathogenic yeast causing paronychia is most frequently Candida albicans. Saprophytic fungi may also be involved. The causative bacteria are usually Staphylococcus, Pseudomonas aeruginosa, or Streptococcus. (Andrews' Diseases of the Skin, 8th ed, p271)		0	#FFFFFF
D014390	C01.012.002.002.006|C01.005.001.003.002.006|C10.014.002.002.004.002|C10.048.003.003.006|C10.014.002.002.002.006|C01.005.001.011.001.003.002.005.002|C01.012.002.004.002|C01.005.001.003.004.002	Tuberculosis, Meningeal	A form of bacterial meningitis caused by MYCOBACTERIUM TUBERCULOSIS or rarely MYCOBACTERIUM BOVIS. The organism seeds the meninges and forms microtuberculomas which subsequently rupture. The clinical course tends to be subacute, with progressions occurring over a period of several days or longer. Headache and meningeal irritation may be followed by SEIZURES, cranial neuropathies, focal neurologic deficits, somnolence, and eventually COMA. The illness may occur in immunocompetent individuals or as an OPPORTUNISTIC INFECTION in the ACQUIRED IMMUNODEFICIENCY SYNDROME and other immunodeficiency syndromes. (From Adams et al., Principles of Neurology, 6th ed, pp717-9)		0	#FFFFFF
D012797	C07.007.023.007	Sialometaplasia, Necrotizing	A benign, inflammatory, variably ulcerated, occasionally bilateral, self-healing lesion of the minor salivary glands that is often confused clinically and histologically with carcinoma.		0	#FFFFFF
D006432	C16.122|C18.025|C18.041.003.001	Hemochromatosis	A disorder of iron metabolism characterized by a triad of HEMOSIDEROSIS; LIVER CIRRHOSIS; and DIABETES MELLITUS. It is caused by massive iron deposits in parenchymal cells that may develop after a prolonged increase of iron absorption. (Jablonski's Dictionary of Syndromes & Eponymic Diseases, 2d ed)		0	#FFFFFF
D020792	C07.007.023.004|C23.033.002	Salivary Calculi	The presence of calculi in a salivary duct or gland.		0	#FFFFFF
D059390	C23.031	Breakthrough Pain	Acute pain that comes on rapidly despite the use of pain medication.		0	#FFFFFF
D055882	C04.046.002.002	Nevus, Halo	A benign skin lesion characterized by a zone of depigmentation surrounding the nevus.		0	#FFFFFF
D005142	C04.023.002.001|C11.012.002|C11.014.006	Eyelid Neoplasms	Tumors of cancer of the EYELIDS.		0	#FFFFFF
D006341	C14.003.015	Heart Rupture	Disease-related laceration or tearing of tissues of the heart, including the free-wall MYOCARDIUM; HEART SEPTUM; PAPILLARY MUSCLES; CHORDAE TENDINEAE; and any of the HEART VALVES. Pathological rupture usually results from myocardial infarction (HEART RUPTURE, POST-INFARCTION).		0	#FFFFFF
D046152	C04.034.002.005|C06.004.002.002|C06.005.003.002	Gastrointestinal Stromal Tumors	All tumors in the GASTROINTESTINAL TRACT arising from mesenchymal cells (MESODERM) except those of smooth muscle cells (LEIOMYOMA) or Schwann cells (SCHWANNOMA).		0	#FFFFFF
D017714	C01.017	Community-Acquired Infections	Any infection acquired in the community, that is, contrasted with those acquired in a health care facility (CROSS INFECTION). An infection would be classified as community-acquired if the patient had not recently been in a health care facility or been in contact with someone who had been recently in a health care facility.		0	#FFFFFF
D009347	C19.008.008.001.001|C10.014.001.023.004.007.001.001|C19.005.007.001.001|C04.015.007.001.001	Nelson Syndrome	A syndrome characterized by HYPERPIGMENTATION, enlarging pituitary mass, visual defects secondary to compression of the OPTIC CHIASM, and elevated serum ACTH. It is caused by the expansion of an underlying ACTH-SECRETING PITUITARY ADENOMA that grows in the absence of feedback inhibition by adrenal CORTICOSTEROIDS, usually after ADRENALECTOMY.		0	#FFFFFF
D003882	C10.049.004.008.003.001|C17.002.012|C17.001.006|C05.025.028.004.001	Dermatomyositis	A subacute or chronic inflammatory disease of muscle and skin, marked by proximal muscle weakness and a characteristic skin rash. The illness occurs with approximately equal frequency in children and adults. The skin lesions usually take the form of a purplish rash (or less often an exfoliative dermatitis) involving the nose, cheeks, forehead, upper trunk, and arms. The disease is associated with a complement mediated intramuscular microangiopathy, leading to loss of capillaries, muscle ischemia, muscle-fiber necrosis, and perifascicular atrophy. The childhood form of this disease tends to evolve into a systemic vasculitis. Dermatomyositis may occur in association with malignant neoplasms. (From Adams et al., Principles of Neurology, 6th ed, pp1405-6)		0	#FFFFFF
D013586	C05.025.012.001|C05.018.020.001.001|C04.034.002.006.002.001	Synovitis, Pigmented Villonodular	Diffuse outgrowth arising from the SYNOVIAL MEMBRANE; SYNOVIAL BURSA; or TENDON sheath around the joint cavity, with extension to surrounding soft tissue. It is characterized by pigmented HEMOSIDERIN-containing MACROPHAGES; FOAM CELLS; and multinucleated GIANT CELLS. It usually occurs in the hands and feet, and around large joints, such as in the ankle and knee joints.		0	#FFFFFF
D016399	C04.029.005.005|C15.002.008.011.004.005|C20.015.002.010.004.005	Lymphoma, T-Cell	A group of heterogeneous lymphoid tumors representing malignant transformations of T-lymphocytes.		0	#FFFFFF
D015423	C11.029.001	Scleritis	Refers to any inflammation of the sclera including episcleritis, a benign condition affecting only the episclera, which is generally short-lived and easily treated. Classic scleritis, on the other hand, affects deeper tissue and is characterized by higher rates of visual acuity loss and even mortality, particularly in necrotizing form. Its characteristic symptom is severe and general head pain. Scleritis has also been associated with systemic collagen disease. Etiology is unknown but is thought to involve a local immune response. Treatment is difficult and includes administration of anti-inflammatory and immunosuppressive agents such as corticosteroids. Inflammation of the sclera may also be secondary to inflammation of adjacent tissues, such as the conjunctiva.		0	#FFFFFF
D016736	C20.004.005	Antiphospholipid Syndrome	The presence of antibodies directed against phospholipids (ANTIBODIES, ANTIPHOSPHOLIPID). The condition is associated with a variety of diseases, notably systemic lupus erythematosus and other connective tissue diseases, thrombopenia, and arterial or venous thromboses. In pregnancy it can cause abortion. Of the phospholipids, the cardiolipins show markedly elevated levels of anticardiolipin antibodies (ANTIBODIES, ANTICARDIOLIPIN). Present also are high levels of lupus anticoagulant (LUPUS COAGULATION INHIBITOR).		0	#FFFFFF
D000081029	C08.007.005.003	Pulmonary Arterial Hypertension	A progressive rare pulmonary disease characterized by high blood pressure in the PULMONARY ARTERY.		0	#FFFFFF
