ATC code	Level	Label	Comment	Counts [COVID-19 drugs]	Color
L04AB01	5	etanercept		0	#FFFFFF
C10AX05	5	meglutol		0	#FFFFFF
P01AX05	5	mepacrine		0	#FFFFFF
D11AX06	5	mequinol		0	#FFFFFF
L01XF03	5	bexarotene		0	#FFFFFF
L01AA07	5	trofosfamide		0	#FFFFFF
N01AF03	5	thiopental		0	#FFFFFF
N06AA18	5	dimetacrine		0	#FFFFFF
N05BA04	5	oxazepam		0	#FFFFFF
R02AA09	5	benzethonium		0	#FFFFFF
J05AP11	5	grazoprevir		0	#FFFFFF
D07AC06	5	diflucortolone		0	#FFFFFF
L02BB05	5	apalutamide		0	#FFFFFF
L04AA36	5	ocrelizumab		0	#FFFFFF
N05BC01	5	meprobamate		0	#FFFFFF
C08CA08	5	nitrendipine		0	#FFFFFF
A05AX01	5	piprozolin		0	#FFFFFF
N07XX08	5	tafamidis		0	#FFFFFF
R06AX12	5	terfenadine		0	#FFFFFF
D03AX10	5	enoxolone		0	#FFFFFF
A11CA01	5	retinol (vit A)		0	#FFFFFF
R06AX02	5	cyproheptadine		0	#FFFFFF
M01AG04	5	meclofenamic acid		0	#FFFFFF
L01EM02	5	copanlisib		0	#FFFFFF
S01ED01	5	timolol		0	#FFFFFF
D07AB21	5	clocortolone		0	#FFFFFF
N06AG03	5	toloxatone		0	#FFFFFF
D01AC17	5	eberconazole		0	#FFFFFF
A02AB01	5	aluminium hydroxide		0	#FFFFFF
B01AA04	5	phenprocoumon		0	#FFFFFF
B05CA03	5	nitrofural		0	#FFFFFF
C04AD01	5	pentifylline		0	#FFFFFF
D04AA09	5	chloropyramine		0	#FFFFFF
D05BA03	5	bergapten		0	#FFFFFF
R01AD58	5	fluticasone, combinations		0	#FFFFFF
B01AX01	5	defibrotide		0	#FFFFFF
B05BC02	5	carbamide		0	#FFFFFF
L01BC08	5	decitabine		0	#FFFFFF
C02KC01	5	pargyline		0	#FFFFFF
M09AX06	5	eteplirsen		0	#FFFFFF
A02AA01	5	magnesium carbonate		0	#FFFFFF
L04AA22	5	abetimus		0	#FFFFFF
R03CC13	5	clenbuterol		0	#FFFFFF
J01XD02	5	tinidazole		0	#FFFFFF
L03AB13	5	peginterferon beta-1a		0	#FFFFFF
R06AX25	5	mizolastine		0	#FFFFFF
A01AB08	5	neomycin		0	#FFFFFF
S01GX06	5	emedastine		0	#FFFFFF
J04AB04	5	rifabutin		0	#FFFFFF
J01CA11	5	mecillinam		0	#FFFFFF
N01AG01	5	narcobarbital		0	#FFFFFF
A02AA03	5	magnesium peroxide		0	#FFFFFF
J02AC05	5	isavuconazole		0	#FFFFFF
C08CA12	5	barnidipine		0	#FFFFFF
J05AX28	5	bulevirtide		0	#FFFFFF
L01AA06	5	ifosfamide		0	#FFFFFF
D06AA04	5	tetracycline		0	#FFFFFF
M01AH04	5	parecoxib		0	#FFFFFF
M01AH03	5	valdecoxib		0	#FFFFFF
N02BG10	5	cannabinoids		0	#FFFFFF
A02BX07	5	gefarnate		0	#FFFFFF
A10BJ06	5	semaglutide		0	#FFFFFF
R07AX01	5	nitric oxide		0	#FFFFFF
P01BA02	5	hydroxychloroquine		0	#FFFFFF
L01EE03	5	binimetinib		0	#FFFFFF
N06AX03	5	mianserin		0	#FFFFFF
J01DE03	5	cefozopran		0	#FFFFFF
D09AA02	5	fusidic acid		0	#FFFFFF
N05AB08	5	thioproperazine		0	#FFFFFF
A01AA51	5	sodium fluoride, combinations		0	#FFFFFF
C01BA12	5	lorajmine		0	#FFFFFF
A01AB17	5	metronidazole		0	#FFFFFF
J01FA12	5	rokitamycin		0	#FFFFFF
S02AA08	5	tetracycline		0	#FFFFFF
D08AJ10	5	decamethoxine		0	#FFFFFF
R06AB02	5	dexchlorpheniramine		0	#FFFFFF
J01CA19	5	aspoxicillin		0	#FFFFFF
C09AA16	5	imidapril		0	#FFFFFF
G01AF04	5	miconazole		0	#FFFFFF
J05AF12	5	clevudine		0	#FFFFFF
C03BA08	5	metolazone		0	#FFFFFF
M02AA18	5	meclofenamic acid		0	#FFFFFF
C03BA02	5	quinethazone		0	#FFFFFF
B01AB08	5	reviparin		0	#FFFFFF
N05BA16	5	nordazepam		0	#FFFFFF
C01EB13	5	acadesine		0	#FFFFFF
A16AX12	5	trientine		0	#FFFFFF
N02BA09	5	dipyrocetyl		0	#FFFFFF
D01AA07	5	pyrrolnitrin		0	#FFFFFF
M01AB14	5	proglumetacin		0	#FFFFFF
G03CC04	5	estrone		0	#FFFFFF
C09AA13	5	moexipril		0	#FFFFFF
N05BA22	5	cloxazolam		0	#FFFFFF
C02AA07	5	bietaserpine		0	#FFFFFF
L01AD01	5	carmustine		0	#FFFFFF
N07AB01	5	carbachol		0	#FFFFFF
M02AA27	5	dexketoprofen		0	#FFFFFF
R05DB24	5	tipepidine		0	#FFFFFF
C01DA63	5	eritrityl tetranitrate, combinations		0	#FFFFFF
C02CC03	5	guanoxan		0	#FFFFFF
C09CA10	5	fimasartan		0	#FFFFFF
S03AA02	5	tetracycline		0	#FFFFFF
S01BA10	5	alclometasone		0	#FFFFFF
L01CA02	5	vincristine		0	#FFFFFF
B02BC05	5	adrenalone		0	#FFFFFF
A07AA54	5	streptomycin, combinations		0	#FFFFFF
M05BA03	5	pamidronic acid		0	#FFFFFF
N07AA02	5	pyridostigmine		0	#FFFFFF
J01DB10	5	cefacetrile		0	#FFFFFF
V04CG04	5	pentagastrin		0	#FFFFFF
R02AA01	5	ambazone		0	#FFFFFF
L01XH04	5	belinostat		0	#FFFFFF
N04BC05	5	pramipexole		0	#FFFFFF
B01AX04	5	dermatan sulfate		0	#FFFFFF
V04CA01	5	tolbutamide		0	#FFFFFF
C04AA02	5	buphenine		0	#FFFFFF
A09AB03	5	hydrochloric acid		0	#FFFFFF
D06AX09	5	mupirocin		0	#FFFFFF
S01AD05	5	interferon		0	#FFFFFF
G03GA01	5	chorionic gonadotrophin		0	#FFFFFF
N07BB04	5	naltrexone		0	#FFFFFF
B05CB02	5	sodium citrate		0	#FFFFFF
N03AD01	5	ethosuximide		0	#FFFFFF
J01CF05	5	flucloxacillin		0	#FFFFFF
L04AA38	5	ozanimod		0	#FFFFFF
N02AA04	5	nicomorphine		0	#FFFFFF
N06AA13	5	iprindole		0	#FFFFFF
V03AF09	5	glucarpidase		0	#FFFFFF
M01AE15	5	flunoxaprofen		0	#FFFFFF
S01BA06	5	betamethasone		0	#FFFFFF
S01GA07	5	brimonidine		0	#FFFFFF
R01AD09	5	mometasone		0	#FFFFFF
J01MA01	5	ofloxacin		0	#FFFFFF
C01CA08	5	oxedrine		0	#FFFFFF
V09IA06	5	technetium (99mTc) arcitumomab		0	#FFFFFF
J01CE09	5	procaine benzylpenicillin		0	#FFFFFF
B01AB06	5	nadroparin		0	#FFFFFF
A11CA02	5	betacarotene		0	#FFFFFF
D06BB06	5	penciclovir		0	#FFFFFF
D01AE12	5	salicylic acid		0	#FFFFFF
S01EB01	5	pilocarpine		0	#FFFFFF
B01AC27	5	selexipag		0	#FFFFFF
J01MA08	5	fleroxacin		0	#FFFFFF
C09CA04	5	irbesartan		0	#FFFFFF
D01AC16	5	flutrimazole		0	#FFFFFF
L01XG01	5	bortezomib		0	#FFFFFF
N02CA02	5	ergotamine		0	#FFFFFF
S01XA13	5	alteplase		0	#FFFFFF
H02AB03	5	fluocortolone		0	#FFFFFF
R03CC09	5	tretoquinol		0	#FFFFFF
C01DA57	5	propatylnitrate, combinations		0	#FFFFFF
A03FA01	5	metoclopramide		0	#FFFFFF
L04AA33	5	vedolizumab		0	#FFFFFF
L01EB08	5	icotinib		0	#FFFFFF
G03CB01	5	dienestrol		0	#FFFFFF
L02BX03	5	abiraterone		0	#FFFFFF
C08CA10	5	nilvadipine		0	#FFFFFF
D06BB02	5	tromantadine		0	#FFFFFF
P01AX07	5	trimetrexate		0	#FFFFFF
N03AX14	5	levetiracetam		0	#FFFFFF
B06AX02	5	betibeglogene autotemcel		0	#FFFFFF
D07XA02	5	prednisolone		0	#FFFFFF
J01DB08	5	cefapirin		0	#FFFFFF
C03BD01	5	theobromine		0	#FFFFFF
C05CA05	5	hidrosmin		0	#FFFFFF
C03AA07	5	cyclopenthiazide		0	#FFFFFF
V03AC03	5	deferasirox		0	#FFFFFF
V03AE01	5	polystyrene sulfonate		0	#FFFFFF
N05AN01	5	lithium		0	#FFFFFF
C01EB11	5	tiracizine		0	#FFFFFF
L01AA08	5	prednimustine		0	#FFFFFF
D10AX04	5	aluminium oxide		0	#FFFFFF
V03AN02	5	carbon dioxide		0	#FFFFFF
L01DB04	5	aclarubicin		0	#FFFFFF
D08AC01	5	dibrompropamidine		0	#FFFFFF
J01MA19	5	garenoxacin		0	#FFFFFF
N01BB03	5	mepivacaine		0	#FFFFFF
A12AA01	5	calcium phosphate		0	#FFFFFF
R03BA08	5	ciclesonide		0	#FFFFFF
A11HA32	5	pantethine		0	#FFFFFF
A12CB02	5	zinc gluconate		0	#FFFFFF
M02AA01	5	phenylbutazone		0	#FFFFFF
S01AE02	5	norfloxacin		0	#FFFFFF
B02BA02	5	menadione		0	#FFFFFF
L04AA25	5	eculizumab		0	#FFFFFF
V03AB20	5	copper sulfate		0	#FFFFFF
A07AX02	5	acetarsol		0	#FFFFFF
G04BE01	5	alprostadil		0	#FFFFFF
C03CA02	5	bumetanide		0	#FFFFFF
M04AA51	5	allopurinol, combinations		0	#FFFFFF
V08AB09	5	iodixanol		0	#FFFFFF
A01AB23	5	minocycline		0	#FFFFFF
J04AK06	5	delamanid		0	#FFFFFF
D09AA08	5	aluminium chlorohydrate		0	#FFFFFF
N02AA59	5	codeine, combinations excl. psycholeptics		0	#FFFFFF
G01AX03	5	policresulen		0	#FFFFFF
J06BB22	5	obiltoxaximab		0	#FFFFFF
J01AA07	5	tetracycline		0	#FFFFFF
N05AA07	5	chlorproethazine		0	#FFFFFF
C01DX08	5	heptaminol		0	#FFFFFF
N02BA07	5	ethenzamide		0	#FFFFFF
R01AD12	5	fluticasone furoate		0	#FFFFFF
L01CD03	5	paclitaxel poliglumex		0	#FFFFFF
N03AX26	5	fenfluramine		0	#FFFFFF
R06AX27	5	desloratadine		0	#FFFFFF
D10AD03	5	adapalene		0	#FFFFFF
A16AA03	5	glutamine		0	#FFFFFF
S01AE05	5	levofloxacin		0	#FFFFFF
D05BB02	5	acitretin		0	#FFFFFF
D08AL30	5	silver		0	#FFFFFF
N05AB01	5	dixyrazine		0	#FFFFFF
A08AA56	5	ephedrine, combinations		0	#FFFFFF
J05AP04	5	faldaprevir		0	#FFFFFF
J06BB17	5	motavizumab		0	#FFFFFF
D06AX04	5	neomycin		0	#FFFFFF
N05BA07	5	adinazolam		0	#FFFFFF
N07AA01	5	neostigmine		0	#FFFFFF
S01AD07	5	famciclovir		0	#FFFFFF
D11AX01	5	minoxidil		0	#FFFFFF
R03AC09	5	tretoquinol		0	#FFFFFF
A12BA02	5	potassium citrate		0	#FFFFFF
S03AA04	5	chlorhexidine		0	#FFFFFF
G04BX16	5	tiopronin		0	#FFFFFF
G01AF01	5	metronidazole		0	#FFFFFF
V04CE01	5	galactose		0	#FFFFFF
A10BH01	5	sitagliptin		0	#FFFFFF
G03GA10	5	follitropin delta		0	#FFFFFF
B01AD11	5	tenecteplase		0	#FFFFFF
A16AA06	5	betaine		0	#FFFFFF
B05XA09	5	sodium phosphate		0	#FFFFFF
N02BG05	5	viminol		0	#FFFFFF
C07AG01	5	labetalol		0	#FFFFFF
A02BX11	5	troxipide		0	#FFFFFF
P02CC01	5	pyrantel		0	#FFFFFF
C09AA11	5	spirapril		0	#FFFFFF
D07AC11	5	amcinonide		0	#FFFFFF
A16AA04	5	mercaptamine		0	#FFFFFF
M02AA15	5	diclofenac		0	#FFFFFF
S01AX15	5	propamidine		0	#FFFFFF
A03AC02	5	dimethylaminopropionylphenothiazine		0	#FFFFFF
G01AG02	5	terconazole		0	#FFFFFF
L04AA18	5	everolimus		0	#FFFFFF
R01AD08	5	fluticasone		0	#FFFFFF
A10BB03	5	tolbutamide		0	#FFFFFF
N04BD02	5	rasagiline		0	#FFFFFF
B06AA55	5	streptokinase, combinations		0	#FFFFFF
G01AX17	5	dapivirine		0	#FFFFFF
S01FA54	5	cyclopentolate, combinations		0	#FFFFFF
A10BJ03	5	lixisenatide		0	#FFFFFF
J01CA14	5	metampicillin		0	#FFFFFF
A06AD11	5	lactulose		0	#FFFFFF
G03CA04	5	estriol		0	#FFFFFF
G04BX01	5	magnesium hydroxide		0	#FFFFFF
C09XA02	5	aliskiren		0	#FFFFFF
V08AC03	5	ioglycamic acid		0	#FFFFFF
D01AA04	5	pecilocin		0	#FFFFFF
P01CB02	5	sodium stibogluconate		0	#FFFFFF
R06AA04	5	clemastine		0	#FFFFFF
D04AB03	5	oxybuprocaine		0	#FFFFFF
L01EX02	5	sorafenib		0	#FFFFFF
J01XC01	5	fusidic acid		0	#FFFFFF
A16AB01	5	alglucerase		0	#FFFFFF
A10AC04	5	insulin lispro		0	#FFFFFF
N05AC01	5	periciazine		0	#FFFFFF
D01AC11	5	oxiconazole		0	#FFFFFF
C05AD06	5	oxetacaine		0	#FFFFFF
N02AC52	5	methadone, combinations excl. psycholeptics		0	#FFFFFF
N02AB03	5	fentanyl		0	#FFFFFF
M04AX02	5	pegloticase		0	#FFFFFF
L01EC03	5	encorafenib		0	#FFFFFF
A11HA30	5	dexpanthenol		0	#FFFFFF
J05AB15	5	brivudine		0	#FFFFFF
L03AC01	5	aldesleukin		0	#FFFFFF
A01AB21	5	chlortetracycline		0	#FFFFFF
L01EJ02	5	fedratinib		0	#FFFFFF
D06BX02	5	ingenol mebutate		0	#FFFFFF
J04AB05	5	rifapentine		0	#FFFFFF
D04AB06	5	tetracaine		0	#FFFFFF
D06AX10	5	virginiamycin		0	#FFFFFF
C10AB01	5	clofibrate		0	#FFFFFF
D11AX09	5	oxaceprol		0	#FFFFFF
H01AC07	5	somapacitan		0	#FFFFFF
P02BX02	5	niridazole		0	#FFFFFF
N03AX23	5	brivaracetam		0	#FFFFFF
N06BX10	5	nizofenone		0	#FFFFFF
C01CA06	5	phenylephrine		0	#FFFFFF
C10AD05	5	nicotinyl alcohol (pyridylcarbinol)		0	#FFFFFF
B02BC09	5	epinephrine		0	#FFFFFF
L04AA47	5	inebilizumab		0	#FFFFFF
G03GB03	5	epimestrol		0	#FFFFFF
C01AA09	5	gitoformate		0	#FFFFFF
J01DH04	5	doripenem		0	#FFFFFF
J01XB01	5	colistin		0	#FFFFFF
N05CM03	5	bromisoval		0	#FFFFFF
G03AC01	5	norethisterone		0	#FFFFFF
D11AA01	5	glycopyrronium		0	#FFFFFF
S02BA08	5	fluocinolone acetonide		0	#FFFFFF
J05AP07	5	daclatasvir		0	#FFFFFF
J01CE07	5	clometocillin		0	#FFFFFF
L04AX05	5	pirfenidone		0	#FFFFFF
N02BA03	5	choline salicylate		0	#FFFFFF
C01CA14	5	dopexamine		0	#FFFFFF
L01XX10	5	masoprocol		0	#FFFFFF
S02AA10	5	acetic acid		0	#FFFFFF
G01AF11	5	ketoconazole		0	#FFFFFF
D04AB02	5	cinchocaine		0	#FFFFFF
N05BA14	5	pinazepam		0	#FFFFFF
R07AB04	5	etamivan		0	#FFFFFF
V08CA07	5	ferric ammonium citrate		0	#FFFFFF
V03AE10	5	sodium zirconium cyclosilicate		0	#FFFFFF
A07XA04	5	racecadotril		0	#FFFFFF
B05CA06	5	mandelic acid		0	#FFFFFF
N04BC02	5	pergolide		0	#FFFFFF
A06AD16	5	mannitol		0	#FFFFFF
L02BG01	5	aminoglutethimide		0	#FFFFFF
L02AA01	5	diethylstilbestrol		0	#FFFFFF
N01AA02	5	vinyl ether		0	#FFFFFF
R06AD06	5	thiazinam		0	#FFFFFF
A08AB01	5	orlistat		0	#FFFFFF
M02AA10	5	ketoprofen		0	#FFFFFF
B02BA01	5	phytomenadione		0	#FFFFFF
R06AD04	5	methdilazine		0	#FFFFFF
G03XA01	5	danazol		0	#FFFFFF
L01XX07	5	lonidamine		0	#FFFFFF
L02BA01	5	tamoxifen		0	#FFFFFF
D06AX12	5	amikacin		0	#FFFFFF
N06AX08	5	bifemelane		0	#FFFFFF
A10BK01	5	dapagliflozin		0	#FFFFFF
R05CB13	5	dornase alfa (desoxyribonuclease)		0	#FFFFFF
H03BB02	5	thiamazole		0	#FFFFFF
R06AC53	5	chloropyramine, combinations		0	#FFFFFF
A03AA30	5	piperidolate		0	#FFFFFF
G03DB07	5	promegestone		0	#FFFFFF
J01FA08	5	troleandomycin		0	#FFFFFF
N07CA52	5	cinnarizine, combinations		0	#FFFFFF
V08CA11	5	gadofosveset		0	#FFFFFF
R06AC52	5	histapyrrodine, combinations		0	#FFFFFF
H02AB05	5	paramethasone		0	#FFFFFF
C09CA08	5	olmesartan medoxomil		0	#FFFFFF
D01BA02	5	terbinafine		0	#FFFFFF
M01AX22	5	morniflumate		0	#FFFFFF
J01ED06	5	sulfaperin		0	#FFFFFF
L04AC13	5	ixekizumab		0	#FFFFFF
L01XJ02	5	sonidegib		0	#FFFFFF
L01XA01	5	cisplatin		0	#FFFFFF
R06AA08	5	carbinoxamine		0	#FFFFFF
P01AA52	5	clioquinol, combinations		0	#FFFFFF
L03AB10	5	peginterferon alfa-2b		0	#FFFFFF
N06BX03	5	piracetam		0	#FFFFFF
D08AX53	5	propanol, combinations		0	#FFFFFF
G04BE52	5	papaverine, combinations		0	#FFFFFF
J04AB06	5	enviomycin		0	#FFFFFF
R06AX03	5	thenalidine		0	#FFFFFF
D01AE04	5	undecylenic acid		0	#FFFFFF
D06BB05	5	inosine		0	#FFFFFF
R01AC04	5	antazoline		0	#FFFFFF
B01AD07	5	reteplase		0	#FFFFFF
D10BA01	5	isotretinoin		0	#FFFFFF
L01BC52	5	fluorouracil, combinations		0	#FFFFFF
C07AA16	5	tertatolol		0	#FFFFFF
N07XX59	5	dextromethorphan, combinations		0	#FFFFFF
B03AA05	5	ferrous chloride		0	#FFFFFF
G03GA04	5	urofollitropin		0	#FFFFFF
A01AD07	5	amlexanox		0	#FFFFFF
L04AC12	5	brodalumab		0	#FFFFFF
N01BB10	5	levobupivacaine		0	#FFFFFF
J06AA04	5	botulinum antitoxin		0	#FFFFFF
J05AB11	5	valaciclovir		0	#FFFFFF
B05AA09	5	hemoglobin raffimer		0	#FFFFFF
P01BC01	5	quinine		0	#FFFFFF
R03BB08	5	revefenacin		0	#FFFFFF
C08DA01	5	verapamil		0	#FFFFFF
V08CA01	5	gadopentetic acid		0	#FFFFFF
N06AX14	5	tianeptine		0	#FFFFFF
A12AA02	5	calcium glubionate		0	#FFFFFF
N05CD11	5	loprazolam		0	#FFFFFF
D07XC01	5	betamethasone		0	#FFFFFF
P01AB51	5	metronidazole, combinations		0	#FFFFFF
G01AX16	5	hexetidine		0	#FFFFFF
L01ED02	5	ceritinib		0	#FFFFFF
C01CA16	5	ibopamine		0	#FFFFFF
N07XX03	5	xaliproden		0	#FFFFFF
A03AB09	5	isopropamide		0	#FFFFFF
M01CC01	5	penicillamine		0	#FFFFFF
A11CC04	5	calcitriol		0	#FFFFFF
R05DB11	5	pipazetate		0	#FFFFFF
R02AA11	5	chlorquinaldol		0	#FFFFFF
J01CE03	5	propicillin		0	#FFFFFF
D06BB12	5	sinecatechins		0	#FFFFFF
D08AG03	5	iodine		0	#FFFFFF
G04BE11	5	udenafil		0	#FFFFFF
N04AA08	5	dexetimide		0	#FFFFFF
P02BB01	5	metrifonate		0	#FFFFFF
A03AA03	5	camylofin		0	#FFFFFF
V04CD01	5	metyrapone		0	#FFFFFF
M01AB16	5	aceclofenac		0	#FFFFFF
A02AD04	5	hydrotalcite		0	#FFFFFF
R06AX04	5	phenindamine		0	#FFFFFF
J02AX01	5	flucytosine		0	#FFFFFF
C01AA06	5	lanatoside C		0	#FFFFFF
L01XX05	5	hydroxycarbamide		0	#FFFFFF
N03AX19	5	carisbamate		0	#FFFFFF
L03AB02	5	interferon beta natural		0	#FFFFFF
C01DA05	5	pentaerithrityl tetranitrate		0	#FFFFFF
A03AE03	5	cilansetron		0	#FFFFFF
N05AX11	5	zotepine		0	#FFFFFF
R01AA15	5	indanazoline		0	#FFFFFF
H05AA02	5	teriparatide		0	#FFFFFF
J07AJ52	5	pertussis, purified antigen, combinations with toxoids		0	#FFFFFF
G04BX14	5	dapoxetine		0	#FFFFFF
J05AH03	5	peramivir		0	#FFFFFF
P03BX01	5	diethyltoluamide		0	#FFFFFF
L01EX18	5	avapritinib		0	#FFFFFF
D03BA01	5	trypsin		0	#FFFFFF
N05CM08	5	ethchlorvynol		0	#FFFFFF
M03BB02	5	chlormezanone		0	#FFFFFF
A10BK04	5	ertugliflozin		0	#FFFFFF
S02AA11	5	polymyxin B		0	#FFFFFF
D01AE07	5	chlorphenesin		0	#FFFFFF
N05CX03	5	methylpentynol, combinations		0	#FFFFFF
P03AA03	5	mesulfen		0	#FFFFFF
S01ED51	5	timolol, combinations		0	#FFFFFF
D08AE02	5	policresulen		0	#FFFFFF
A10BB07	5	glipizide		0	#FFFFFF
D07AC07	5	fludroxycortide		0	#FFFFFF
N02CA01	5	dihydroergotamine		0	#FFFFFF
V03AB22	5	amyl nitrite		0	#FFFFFF
N05CA01	5	pentobarbital		0	#FFFFFF
M01CB03	5	auranofin		0	#FFFFFF
L01XG02	5	carfilzomib		0	#FFFFFF
P01BX01	5	halofantrine		0	#FFFFFF
G01AD02	5	acetic acid		0	#FFFFFF
J01GB05	5	neomycin		0	#FFFFFF
D06BB09	5	edoxudine		0	#FFFFFF
A03AB07	5	methantheline		0	#FFFFFF
J01AA10	5	penimepicycline		0	#FFFFFF
C02DB02	5	hydralazine		0	#FFFFFF
P02CC02	5	oxantel		0	#FFFFFF
B01AC13	5	abciximab		0	#FFFFFF
C04AF01	5	kallidinogenase		0	#FFFFFF
N07CA01	5	betahistine		0	#FFFFFF
C02CA06	5	urapidil		0	#FFFFFF
L04AC17	5	tildrakizumab		0	#FFFFFF
C04AC03	5	inositol nicotinate		0	#FFFFFF
N05CX01	5	meprobamate, combinations		0	#FFFFFF
L01AC03	5	carboquone		0	#FFFFFF
B01AD02	5	alteplase		0	#FFFFFF
D01AE13	5	selenium sulfide		0	#FFFFFF
N06BA14	5	solriamfetol		0	#FFFFFF
V03AE08	5	ferric citrate		0	#FFFFFF
L01EA04	5	bosutinib		0	#FFFFFF
D08AX02	5	eosin		0	#FFFFFF
V03AB16	5	ethanol		0	#FFFFFF
S01LA03	5	pegaptanib		0	#FFFFFF
P01BC02	5	mefloquine		0	#FFFFFF
C01CA23	5	theodrenaline		0	#FFFFFF
N05AA03	5	promazine		0	#FFFFFF
J01DC01	5	cefoxitin		0	#FFFFFF
P01BA06	5	amodiaquine		0	#FFFFFF
D03AX09	5	crilanomer		0	#FFFFFF
A10BJ02	5	liraglutide		0	#FFFFFF
V09GX02	5	indium (111In) imciromab		0	#FFFFFF
A11GA01	5	ascorbic acid (vit C)		0	#FFFFFF
C05BB03	5	invert sugar		0	#FFFFFF
N01BA03	5	tetracaine		0	#FFFFFF
J05AC03	5	tromantadine		0	#FFFFFF
M01AH05	5	etoricoxib		0	#FFFFFF
N06BX06	5	citicoline		0	#FFFFFF
S01XA08	5	acetylcysteine		0	#FFFFFF
L03AA10	5	lenograstim		0	#FFFFFF
G03BA01	5	fluoxymesterone		0	#FFFFFF
N06BA09	5	atomoxetine		0	#FFFFFF
N06AB09	5	etoperidone		0	#FFFFFF
A10AE04	5	insulin glargine		0	#FFFFFF
H05AA03	5	parathyroid hormone		0	#FFFFFF
L01BC06	5	capecitabine		0	#FFFFFF
J01XA02	5	teicoplanin		0	#FFFFFF
C08DB01	5	diltiazem		0	#FFFFFF
L01CE01	5	topotecan		0	#FFFFFF
P02CB01	5	piperazine		0	#FFFFFF
N06AA09	5	amitriptyline		0	#FFFFFF
H01BA03	5	lypressin		0	#FFFFFF
C01CE01	5	amrinone		0	#FFFFFF
D04AA34	5	chlorphenoxamine		0	#FFFFFF
C07AB05	5	betaxolol		0	#FFFFFF
L01BC07	5	azacitidine		0	#FFFFFF
R06AX15	5	mebhydrolin		0	#FFFFFF
C07AB02	5	metoprolol		0	#FFFFFF
H01CA02	5	nafarelin		0	#FFFFFF
A10BX06	5	benfluorex		0	#FFFFFF
R05DB19	5	dropropizine		0	#FFFFFF
D11AE01	5	metandienone		0	#FFFFFF
C04AA01	5	isoxsuprine		0	#FFFFFF
J01DH06	5	tebipenem pivoxil		0	#FFFFFF
R06AA57	5	diphenylpyraline, combinations		0	#FFFFFF
S01AA07	5	framycetin		0	#FFFFFF
J05AF09	5	emtricitabine		0	#FFFFFF
A07AA12	5	fidaxomicin		0	#FFFFFF
G01AD03	5	ascorbic acid		0	#FFFFFF
D01AE10	5	ethyl hydroxybenzoate		0	#FFFFFF
A03AX09	5	trepibutone		0	#FFFFFF
L03AB12	5	albinterferon alfa-2b		0	#FFFFFF
M01AE10	5	indoprofen		0	#FFFFFF
R03CC07	5	pirbuterol		0	#FFFFFF
B01AA09	5	clorindione		0	#FFFFFF
C07AB14	5	landiolol		0	#FFFFFF
L01XX52	5	venetoclax		0	#FFFFFF
N05CC05	5	paraldehyde		0	#FFFFFF
N06AX26	5	vortioxetine		0	#FFFFFF
R03BC01	5	cromoglicic acid		0	#FFFFFF
D07AD02	5	halcinonide		0	#FFFFFF
L01XX33	5	celecoxib		0	#FFFFFF
A07DA03	5	loperamide		0	#FFFFFF
C10AB02	5	bezafibrate		0	#FFFFFF
L01BC05	5	gemcitabine		0	#FFFFFF
N05CM19	5	suvorexant		0	#FFFFFF
J05AP03	5	boceprevir		0	#FFFFFF
C05AA11	5	fluocinonide		0	#FFFFFF
N06AX23	5	desvenlafaxine		0	#FFFFFF
C07AB13	5	talinolol		0	#FFFFFF
A07AA05	5	polymyxin B		0	#FFFFFF
G01AF17	5	oxiconazole		0	#FFFFFF
N03AX15	5	zonisamide		0	#FFFFFF
N06AB02	5	zimeldine		0	#FFFFFF
P01CA02	5	benznidazole		0	#FFFFFF
M01AE08	5	pirprofen		0	#FFFFFF
L02BA03	5	fulvestrant		0	#FFFFFF
P01AR01	5	arsthinol		0	#FFFFFF
R03AC15	5	reproterol		0	#FFFFFF
L01EC01	5	vemurafenib		0	#FFFFFF
D07AC17	5	fluticasone		0	#FFFFFF
V03AB31	5	prussian blue		0	#FFFFFF
A03FA08	5	cinitapride		0	#FFFFFF
M02AA06	5	etofenamate		0	#FFFFFF
A08AA11	5	lorcaserin		0	#FFFFFF
R03DC04	5	ibudilast		0	#FFFFFF
D10AX05	5	dapsone		0	#FFFFFF
C01DA08	5	isosorbide dinitrate		0	#FFFFFF
L01EC02	5	dabrafenib		0	#FFFFFF
N06BA08	5	fenozolone		0	#FFFFFF
A06AD19	5	magnesium citrate		0	#FFFFFF
R01AB06	5	xylometazoline		0	#FFFFFF
B03BA04	5	cobamamide		0	#FFFFFF
A01AA03	5	olaflur		0	#FFFFFF
R05CB15	5	erdosteine		0	#FFFFFF
L01XC03	5	trastuzumab		0	#FFFFFF
N05AB04	5	prochlorperazine		0	#FFFFFF
J01CF01	5	dicloxacillin		0	#FFFFFF
C10AA07	5	rosuvastatin		0	#FFFFFF
L01XC06	5	cetuximab		0	#FFFFFF
D04AA14	5	clemastine		0	#FFFFFF
S01EC04	5	brinzolamide		0	#FFFFFF
R06AD02	5	promethazine		0	#FFFFFF
S01AA02	5	chlortetracycline		0	#FFFFFF
N05CX04	5	clomethiazole, combinations		0	#FFFFFF
L02AE03	5	goserelin		0	#FFFFFF
D07AC13	5	mometasone		0	#FFFFFF
C01DX09	5	imolamine		0	#FFFFFF
C01CA17	5	midodrine		0	#FFFFFF
G01AF16	5	omoconazole		0	#FFFFFF
