MeSH ID	Tree ID	Name	Description	Comment	Counts [Template Drug]	Color
D015228	C18.452.584.500.500.851	Hypertriglyceridemia	A condition of elevated levels of TRIGLYCERIDES in the blood.	""	0	#FFFFFF
D015229	C01.221.812.640|C01.778.640|C01.925.813|C12.100.937.640|C23.550.291.531.937.640	Sexually Transmitted Diseases, Viral	Viral diseases which are transmitted or propagated by sexual conduct.	""	0	#FFFFFF
D015231	C01.150.252.734|C01.221.812.281|C01.778.281|C12.100.937.281|C23.550.291.531.937.281	Sexually Transmitted Diseases, Bacterial	Bacterial diseases transmitted or propagated by sexual conduct.	""	0	#FFFFFF
D015266	C01.925.256.721.150|C01.925.928.216|C04.557.465.625.650.240.325|C04.557.470.200.025.370.325|C04.557.580.625.650.240.325	Carcinoma, Merkel Cell	A carcinoma arising from MERKEL CELLS located in the basal layer of the epidermis and occurring most commonly as a primary neuroendocrine carcinoma of the skin. Merkel cells are tactile cells of neuroectodermal origin and histologically show neurosecretory granules. The skin of the head and neck are a common site of Merkel cell carcinoma, occurring generally in elderly patients. (Holland et al., Cancer Medicine, 3d ed, p1245)	""	0	#FFFFFF
D015267	C14.907.940.897.249.249|C15.604.515.292.015|C20.111.193.500	Churg-Strauss Syndrome	Widespread necrotizing angiitis with granulomas. Pulmonary involvement is frequent. Asthma or other respiratory infection may precede evidence of vasculitis. Eosinophilia and lung involvement differentiate this disease from POLYARTERITIS NODOSA.	""	0	#FFFFFF
D015270	C01.150.252.410.040.552.475.495	Mycobacterium avium-intracellulare Infection	A nontuberculous infection when occurring in humans. It is characterized by pulmonary disease, lymphadenitis in children, and systemic disease in AIDS patients. Mycobacterium avium-intracellulare infection of birds and swine results in tuberculosis.	""	0	#FFFFFF
D015275	C15.604.515.880|C20.683.515.950	Tumor Lysis Syndrome	A syndrome resulting from cytotoxic therapy, occurring generally in aggressive, rapidly proliferating lymphoproliferative disorders. It is characterized by combinations of hyperuricemia, lactic acidosis, hyperkalemia, hyperphosphatemia and hypocalcemia.	""	0	#FFFFFF
D015299	C01.160.762.301|C05.116.165.762.301|C05.116.900.853.500	Discitis	Inflammation of an INTERVERTEBRAL DISC or disk space which may lead to disk erosion. Until recently, discitis has been defined as a nonbacterial inflammation and has been attributed to aseptic processes (e.g., chemical reaction to an injected substance). However, recent studies provide evidence that infection may be the initial cause, but perhaps not the promoter, of most cases of discitis. Discitis has been diagnosed in patients following discography, myelography, lumbar puncture, paravertebral injection, and obstetrical epidural anesthesia. Discitis following chemonucleolysis (especially with chymopapain) is attributed to chemical reaction by some and to introduction of microorganisms by others.	""	0	#FFFFFF
D015318	C16.320.565.202.251|C18.452.648.202.251	Fructose Metabolism, Inborn Errors	Inherited abnormalities of fructose metabolism, which include three known autosomal recessive types: hepatic fructokinase deficiency (essential fructosuria), hereditary fructose intolerance, and hereditary fructose-1,6-diphosphatase deficiency. Essential fructosuria is a benign asymptomatic metabolic disorder caused by deficiency in fructokinase, leading to decreased conversion of fructose to fructose-1-phosphate and alimentary hyperfructosemia, but with no clinical dysfunction; may produce a false-positive diabetes test.	""	0	#FFFFFF
D015319	C16.320.565.202.251.221|C18.452.648.202.251.221	Fructose-1,6-Diphosphatase Deficiency	An autosomal recessive fructose metabolism disorder due to absent or deficient fructose-1,6-diphosphatase activity. Gluconeogenesis is impaired, resulting in accumulation of gluconeogenic precursors (e.g., amino acids, lactate, ketones) and manifested as hypoglycemia, ketosis, and lactic acidosis. Episodes in the newborn infant are often lethal. Later episodes are often brought on by fasting and febrile infections. As patients age through early childhood, tolerance to fasting improves and development becomes normal.	""	0	#FFFFFF
D015323	C16.320.565.202.810|C18.452.648.202.810	Pyruvate Metabolism, Inborn Errors	Hereditary disorders of pyruvate metabolism. They are difficult to diagnose and describe because pyruvate is a key intermediate in glycolysis, gluconeogenesis, and the tricarboxylic acid cycle. Some inherited metabolic disorders may alter pyruvate metabolism indirectly. Disorders in pyruvate metabolism appear to lead to deficiencies in neurotransmitter synthesis and, consequently, to nervous system disorders.	""	0	#FFFFFF
D015324	C10.228.140.163.100.725|C16.320.565.189.725|C16.320.565.202.810.666|C18.452.132.100.725|C18.452.648.189.725|C18.452.648.202.810.666|C18.452.660.705	Pyruvate Carboxylase Deficiency Disease	An autosomal recessive metabolic disorder caused by absent or decreased PYRUVATE CARBOXYLASE activity, the enzyme that regulates gluconeogenesis, lipogenesis, and neurotransmitter synthesis. Clinical manifestations include lactic acidosis, seizures, respiratory distress, marked psychomotor delay, periodic HYPOGLYCEMIA, and hypotonia. The clinical course may be similar to LEIGH DISEASE. (From Am J Hum Genet 1998 Jun;62(6):1312-9)	""	0	#FFFFFF
D015325	C10.228.140.163.100.750|C10.597.606.360.455.875|C16.320.322.500.875|C16.320.400.525.875|C16.320.565.189.750|C16.320.565.202.810.766|C18.452.132.100.750|C18.452.648.189.750|C18.452.648.202.810.766|C18.452.660.710	Pyruvate Dehydrogenase Complex Deficiency Disease	An inherited metabolic disorder caused by deficient enzyme activity in the PYRUVATE DEHYDROGENASE COMPLEX, resulting in deficiency of acetyl CoA and reduced synthesis of acetylcholine. Two clinical forms are recognized: neonatal and juvenile. The neonatal form is a relatively common cause of lactic acidosis in the first weeks of life and may also feature an erythematous rash. The juvenile form presents with lactic acidosis, alopecia, intermittent ATAXIA; SEIZURES; and an erythematous rash. (From J Inherit Metab Dis 1996;19(4):452-62) Autosomal recessive and X-linked forms are caused by mutations in the genes for the three different enzyme components of this multisubunit pyruvate dehydrogenase complex. One of the mutations at Xp22.2-p22.1 in the gene for the E1 alpha component of the complex leads to LEIGH DISEASE.	""	0	#FFFFFF
D015352	C11.496.260	Dry Eye Syndromes	Corneal and conjunctival dryness due to deficient tear production, predominantly in menopausal and post-menopausal women. Filamentary keratitis or erosion of the conjunctival and corneal epithelium may be caused by these disorders. Sensation of the presence of a foreign body in the eye and burning of the eyes may occur.	""	0	#FFFFFF
D015354	C10.597.751.941.905|C11.966.905|C23.888.592.763.941.848	Vision, Low	Vision considered to be inferior to normal vision as represented by accepted standards of acuity, field of vision, or motility. Low vision generally refers to visual disorders that are caused by diseases that cannot be corrected by refraction (e.g., MACULAR DEGENERATION; RETINITIS PIGMENTOSA; DIABETIC RETINOPATHY, etc.).	""	0	#FFFFFF
D015355	C11.525.381.348	Glaucoma, Neovascular	A form of secondary glaucoma which develops as a consequence of another ocular disease and is attributed to the forming of new vessels in the angle of the anterior chamber.	""	0	#FFFFFF
D015356	C11.768.400|C14.907.137.780	Retinal Artery Occlusion	Sudden ISCHEMIA in the RETINA due to blocked blood flow through the CENTRAL RETINAL ARTERY or its branches leading to sudden complete or partial loss of vision, respectively, in the eye.	""	0	#FFFFFF
D015362	C18.654.180	Child Nutrition Disorders	Disorders caused by nutritional imbalance, either overnutrition or undernutrition, occurring in children ages 2 to 12 years.	""	0	#FFFFFF
D015408	C04.557.470.200.025.290.500|C04.588.274.761.500.124|C04.588.322.475.500.124|C06.301.761.500.124|C06.689.667.500.124|C19.344.421.500.124	Gastrinoma	A GASTRIN-secreting neuroendocrine tumor of the non-beta ISLET CELLS, the GASTRIN-SECRETING CELLS. This type of tumor is primarily located in the PANCREAS or the DUODENUM. Majority of gastrinomas are malignant. They metastasize to the LIVER; LYMPH NODES; and BONE but rarely elsewhere. The presence of gastrinoma is one of three requirements to be met for identification of ZOLLINGER-ELLISON SYNDROME, which sometimes occurs in families with MULTIPLE ENDOCRINE NEOPLASIA TYPE 1; (MEN 1).	""	0	#FFFFFF
D015417	C10.500.300|C10.574.500.495|C10.668.829.800.300|C16.131.666.300|C16.320.400.375	Hereditary Sensory and Motor Neuropathy	A group of slowly progressive inherited disorders affecting motor and sensory peripheral nerves. Subtypes include HMSNs I-VII. HMSN I and II both refer to CHARCOT-MARIE-TOOTH DISEASE. HMSN III refers to hypertrophic neuropathy of infancy. HMSN IV refers to REFSUM DISEASE. HMSN V refers to a condition marked by a hereditary motor and sensory neuropathy associated with spastic paraplegia (see SPASTIC PARAPLEGIA, HEREDITARY). HMSN VI refers to HMSN associated with an inherited optic atrophy (OPTIC ATROPHIES, HEREDITARY), and HMSN VII refers to HMSN associated with retinitis pigmentosa. (From Adams et al., Principles of Neurology, 6th ed, p1343)	""	0	#FFFFFF
D015418	C10.292.700.225.500|C10.574.500.662|C11.270.564|C11.640.451.451|C16.320.290.564|C16.320.400.630	Optic Atrophies, Hereditary	Hereditary conditions that feature progressive visual loss in association with optic atrophy. Relatively common forms include autosomal dominant optic atrophy (OPTIC ATROPHY, AUTOSOMAL DOMINANT) and Leber hereditary optic atrophy (OPTIC ATROPHY, HEREDITARY, LEBER).	""	0	#FFFFFF
D015419	C10.500.300.820|C10.574.500.495.820|C10.668.829.800.300.820|C16.131.666.300.820|C16.320.400.375.820	Spastic Paraplegia, Hereditary	A group of inherited diseases that share similar phenotypes but are genetically diverse. Different genetic loci for autosomal recessive, autosomal dominant, and x-linked forms of hereditary spastic paraplegia have been identified. Clinically, patients present with slowly progressive distal limb weakness and lower extremity spasticity. Peripheral sensory neurons may be affected in the later stages of the disease. (J Neurol Neurosurg Psychiatry 1998 Jan;64(1):61-6; Curr Opin Neurol 1997 Aug;10(4):313-8)	""	0	#FFFFFF
D015422	C11.790	Scleral Diseases	General disorders of the sclera or white of the eye. They may include anatomic, embryologic, degenerative, or pigmentation defects.	""	0	#FFFFFF
D015423	C11.790.500	Scleritis	Refers to any inflammation of the sclera including episcleritis, a benign condition affecting only the episclera, which is generally short-lived and easily treated. Classic scleritis, on the other hand, affects deeper tissue and is characterized by higher rates of visual acuity loss and even mortality, particularly in necrotizing form. Its characteristic symptom is severe and general head pain. Scleritis has also been associated with systemic collagen disease. Etiology is unknown but is thought to involve a local immune response. Treatment is difficult and includes administration of anti-inflammatory and immunosuppressive agents such as corticosteroids. Inflammation of the sclera may also be secondary to inflammation of adjacent tissues, such as the conjunctiva.	""	0	#FFFFFF
D015427	C14.907.725|C23.550.767.877	Reperfusion Injury	Adverse functional, metabolic, or structural changes in tissues that result from the restoration of blood flow to the tissue (REPERFUSION) following ISCHEMIA.	""	0	#FFFFFF
D015428	C14.280.238.615|C14.280.647.625|C14.907.585.625|C14.907.725.600|C23.550.767.877.500	Myocardial Reperfusion Injury	Damage to the MYOCARDIUM resulting from MYOCARDIAL REPERFUSION (restoration of blood flow to ischemic areas of the HEART.) Reperfusion takes place when there is spontaneous thrombolysis, THROMBOLYTIC THERAPY, collateral flow from other coronary vascular beds, or reversal of vasospasm.	""	0	#FFFFFF
D015430	C23.888.144.243.926	Weight Gain	Increase in BODY WEIGHT over existing weight.	""	0	#FFFFFF
D015431	C23.888.144.243.963	Weight Loss	Decrease in existing BODY WEIGHT.	""	0	#FFFFFF
D015432	C12.050.351.968.419.570.363.615|C12.200.777.419.570.363.615|C12.950.419.570.363.615|C20.425	Glomerulonephritis, Membranoproliferative	Chronic glomerulonephritis characterized histologically by proliferation of MESANGIAL CELLS, increase in the MESANGIAL EXTRACELLULAR MATRIX, and a thickening of the glomerular capillary walls. This may appear as a primary disorder or secondary to other diseases including infections and autoimmune disease SYSTEMIC LUPUS ERYTHEMATOSUS. Various subtypes are classified by their abnormal ultrastructures and immune deposits. Hypocomplementemia is a characteristic feature of all types of MPGN.	""	0	#FFFFFF
D015433	C12.050.351.968.419.570.363.625|C12.200.777.419.570.363.625|C12.950.419.570.363.625|C20.111.535	Glomerulonephritis, Membranous	A type of glomerulonephritis that is characterized by the accumulation of immune deposits (COMPLEMENT MEMBRANE ATTACK COMPLEX) on the outer aspect of the GLOMERULAR BASEMENT MEMBRANE. It progresses from subepithelial dense deposits, to basement membrane reaction and eventual thickening of the basement membrane.	""	0	#FFFFFF
D015434	C17.300.710|C17.800.566	Panniculitis	General term for inflammation of adipose tissue, usually of the skin, characterized by reddened subcutaneous nodules.	""	0	#FFFFFF
D015435	C17.300.475.479.400|C17.300.710.400|C17.800.480.479.400|C17.800.566.400	Panniculitis, Lupus Erythematosus	A type of lupus erythematosus characterized by deep dermal or subcutaneous nodules, most often on the head, face, or upper arms. It is generally chronic and occurs most often in women between the ages of 20 and 45.	""	0	#FFFFFF
D015436	C06.844.600|C17.300.710.600	Panniculitis, Peritoneal	INFLAMMATION of the underlying layer of ADIPOSE TISSUE (panniculus) of the PERITONEUM, usually of the MESENTERY or the OMENTUM. There are several forms with various names and are usually characterized by infiltration of LYMPHOCYTES and NEUTROPHILS, fat NECROSIS, and FIBROSIS.	""	0	#FFFFFF
D015439	C01.150.252.410.040.552.475.371.850.249	Leprosy, Borderline	A form of LEPROSY in which there are clinical manifestations of both principal types (lepromatous and tuberculoid). The disease may shift toward one of these two polar or principal forms.	""	0	#FFFFFF
D015440	C01.150.252.410.040.552.475.371.775.500	Leprosy, Lepromatous	A chronic communicable infection which is a principal or polar form of LEPROSY. This disorder is caused by MYCOBACTERIUM LEPRAE and produces diffuse granulomatous skin lesions in the form of nodules, macules, or papules. The peripheral nerves are involved symmetrically and neural sequelae occur in the advanced stage.	""	0	#FFFFFF
D015441	C01.150.252.410.040.552.475.371.850.500	Leprosy, Tuberculoid	A principal or polar form of LEPROSY in which the skin lesions are few and are sharply demarcated. Peripheral nerve involvement is pronounced and may be severe. Unlike lepromatous leprosy (LEPROSY, LEPROMATOUS), the lepromin test is positive. Tuberculoid leprosy is rarely a source of infection to others.	""	0	#FFFFFF
D015448	C04.557.337.428.080|C15.604.515.560.080|C20.683.515.528.080	Leukemia, B-Cell	A malignant disease of the B-LYMPHOCYTES in the bone marrow and/or blood.	""	0	#FFFFFF
D015451	C04.557.337.428.080.125|C15.604.515.560.080.125|C20.683.515.528.080.125|C23.550.291.500.483	Leukemia, Lymphocytic, Chronic, B-Cell	A chronic leukemia characterized by abnormal B-lymphocytes and often generalized lymphadenopathy. In patients presenting predominately with blood and bone marrow involvement it is called chronic lymphocytic leukemia (CLL); in those predominately with enlarged lymph nodes it is called small lymphocytic lymphoma. These terms represent spectrums of the same disease.	""	0	#FFFFFF
D015452	C04.557.337.428.600.600|C15.604.515.560.600.600|C20.683.515.528.600.600	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	A leukemia/lymphoma found predominately in children and adolescents and characterized by a high number of lymphoblasts and solid tumor lesions. Frequent sites involve LYMPH NODES, skin, and bones. It most commonly presents as leukemia.	""	0	#FFFFFF
D015456	C04.557.337.428.100|C15.604.515.560.100|C20.683.515.528.100	Leukemia, Biphenotypic, Acute	An acute leukemia exhibiting cell features characteristic of both the myeloid and lymphoid lineages and probably arising from MULTIPOTENT STEM CELLS.	""	0	#FFFFFF
D015458	C04.557.337.428.580|C15.604.515.560.575|C20.683.515.528.582	Leukemia, T-Cell	A malignant disease of the T-LYMPHOCYTES in the bone marrow, thymus, and/or blood.	""	0	#FFFFFF
D015459	C04.557.337.428.580.100|C15.604.515.560.575.100|C20.683.515.528.582.100	Leukemia-Lymphoma, Adult T-Cell	Aggressive T-Cell malignancy with adult onset, caused by HUMAN T-LYMPHOTROPIC VIRUS 1. It is endemic in Japan, the Caribbean basin, Southeastern United States, Hawaii, and parts of Central and South America and sub-Saharan Africa.	""	0	#FFFFFF
D015461	C04.557.337.428.565.750|C04.557.337.428.580.075|C15.604.515.560.550.750|C15.604.515.560.575.125|C20.683.515.528.565.750|C20.683.515.528.582.125	Leukemia, Prolymphocytic, T-Cell	A lymphoid leukemia characterized by a profound LYMPHOCYTOSIS with or without LYMPHADENOPATHY, hepatosplenomegaly, frequently rapid progression, and short survival. It was formerly called T-cell chronic lymphocytic leukemia.	""	0	#FFFFFF
D015463	C04.557.337.428.565|C15.604.515.560.550|C20.683.515.528.565	Leukemia, Prolymphocytic	A chronic leukemia characterized by a large number of circulating prolymphocytes. It can arise spontaneously or as a consequence of transformation of CHRONIC LYMPHOCYTIC LEUKEMIA.	""	0	#FFFFFF
D015464	C04.557.337.539.250|C15.378.190.636.370|C23.550.291.500.485	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Clonal hematopoetic disorder caused by an acquired genetic defect in PLURIPOTENT STEM CELLS. It starts in MYELOID CELLS of the bone marrow, invades the blood and then other organs. The condition progresses from a stable, more indolent, chronic phase (LEUKEMIA, MYELOID, CHRONIC PHASE) lasting up to 7 years, to an advanced phase composed of an accelerated phase (LEUKEMIA, MYELOID, ACCELERATED PHASE) and BLAST CRISIS.	""	0	#FFFFFF
D015465	C04.557.337.539.250.300|C15.378.190.636.370.300|C23.550.291.500.485.300	Leukemia, Myeloid, Accelerated Phase	The phase of chronic myeloid leukemia following the chronic phase (LEUKEMIA, MYELOID, CHRONIC-PHASE), where there are increased systemic symptoms, worsening cytopenias, and refractory LEUKOCYTOSIS.	""	0	#FFFFFF
D015466	C04.557.337.539.250.400|C15.378.190.636.370.400|C23.550.291.500.485.400	Leukemia, Myeloid, Chronic-Phase	The initial phase of chronic myeloid leukemia consisting of an relatively indolent period lasting from 4 to 7 years. Patients range from asymptomatic to those exhibiting ANEMIA; SPLENOMEGALY; and increased cell turnover. There are 5% or fewer blast cells in the blood and bone marrow in this phase.	""	0	#FFFFFF
D015467	C15.378.190.636.380|C23.550.291.500.497	Leukemia, Neutrophilic, Chronic	A rare myeloproliferative disorder that is characterized by a sustained, mature neutrophilic leukocytosis. No monocytosis, EOSINOPHILIA, or basophilia is present, nor is there a PHILADELPHIA CHROMOSOME or bcr-abl fusion gene (GENES, ABL).	""	0	#FFFFFF
D015470	C04.557.337.539.275	Leukemia, Myeloid, Acute	Clonal expansion of myeloid blasts in bone marrow, blood, and other tissue. Myeloid leukemias develop from changes in cells that normally produce NEUTROPHILS; BASOPHILS; EOSINOPHILS; and MONOCYTES.	""	0	#FFFFFF
D015471	C04.557.337.539.275.125	Leukemia, Basophilic, Acute	A rare acute myeloid leukemia in which the primary differentiation is to BASOPHILS. It is characterized by an extreme increase of immature basophilic granulated cells in the bone marrow and blood. Mature basophils are usually sparse.	""	0	#FFFFFF
D015472	C04.557.337.539.275.300	Leukemia, Eosinophilic, Acute	A rare acute myeloid leukemia characterized by abnormal EOSINOPHILS in the bone marrow.	""	0	#FFFFFF
D015473	C04.557.337.539.275.700	Leukemia, Promyelocytic, Acute	An acute myeloid leukemia in which abnormal PROMYELOCYTES predominate. It is frequently associated with DISSEMINATED INTRAVASCULAR COAGULATION.	""	0	#FFFFFF
D015477	C04.557.337.539.522|C15.378.190.615.510|C23.550.291.500.495	Leukemia, Myelomonocytic, Chronic	A myelodysplastic-myeloproliferative disease characterized by monocytosis, increased monocytes in the bone marrow, variable degrees of dysplasia, but an absence of immature granulocytes in the blood.	""	0	#FFFFFF
D015479	C04.557.337.539.520	Leukemia, Myelomonocytic, Acute	A pediatric acute myeloid leukemia involving both myeloid and monocytoid precursors. At least 20% of non-erythroid cells are of monocytic origin.	""	0	#FFFFFF
D015490	C01.925.782.815.200.470|C20.673.483.470	HTLV-I Infections	Diseases caused by HUMAN T-LYMPHOTROPIC VIRUS 1.	""	0	#FFFFFF
D015491	C01.925.782.815.200.480|C20.673.483.480	HTLV-II Infections	Diseases caused by HUMAN T-LYMPHOTROPIC VIRUS 2.	""	0	#FFFFFF
D015493	C01.207.618.500|C01.925.782.815.200.470.710|C10.228.228.618.500|C10.228.854.525.700|C10.586.750.700	Paraparesis, Tropical Spastic	A subacute paralytic myeloneuropathy occurring endemically in tropical areas such as the Caribbean, Colombia, India, and Africa, as well as in the southwestern region of Japan; associated with infection by HUMAN T-CELL LEUKEMIA VIRUS I. Clinical manifestations include a slowly progressive spastic weakness of the legs, increased reflexes, Babinski signs, incontinence, and loss of vibratory and position sensation. On pathologic examination inflammatory, demyelination, and necrotic lesions may be found in the spinal cord. (Adams et al., Principles of Neurology, 6th ed, p1239)	""	0	#FFFFFF
D015494	C07.465.815.497.500|C23.300.175.700.500	Salivary Gland Calculi	Calculi occurring in a salivary gland. Most salivary gland calculi occur in the submandibular gland, but can also occur in the parotid gland and in the sublingual and minor salivary glands.	""	0	#FFFFFF
D015499	C12.050.351.968.419.815|C12.200.777.419.815|C12.950.419.815|C16.320.565.893|C16.320.831|C18.452.648.893	Renal Tubular Transport, Inborn Errors	Genetic defects in the selective or non-selective transport functions of the KIDNEY TUBULES.	""	0	#FFFFFF
D015508	C08.460.525|C08.618.846.185.525|C09.603.525	Nasal Obstruction	Any hindrance to the passage of air into and out of the nose. The obstruction may be unilateral or bilateral, and may involve any part of the NASAL CAVITY.	""	0	#FFFFFF
D015511	C22.405	Goat Diseases	Diseases of the domestic or wild goat of the genus Capra.	""	0	#FFFFFF
D015518	C10.597.606.360.455.937|C16.320.322.500.937|C16.320.400.525.937	Rett Syndrome	An inherited neurological developmental disorder that is associated with X-LINKED INHERITANCE and may be lethal in utero to hemizygous males. The affected female is normal until the age of 6-25 months when progressive loss of voluntary control of hand movements and communication skills; ATAXIA; SEIZURES; autistic behavior; intermittent HYPERVENTILATION; and HYPERAMMONEMIA appear. (From Menkes, Textbook of Child Neurology, 5th ed, p199)	""	0	#FFFFFF
D015521	C01.748.749.267|C08.460.692.752.267|C08.730.749.267|C09.603.692.752.267	Ethmoid Sinusitis	Inflammation of the NASAL MUCOSA in the ETHMOID SINUS. It may present itself as an acute (infectious) or chronic (allergic) condition.	""	0	#FFFFFF
D015522	C01.748.749.387|C08.460.692.752.387|C08.730.749.387|C09.603.692.752.387	Frontal Sinusitis	Inflammation of the NASAL MUCOSA in the FRONTAL SINUS. In many cases, it is caused by an infection of the bacteria STREPTOCOCCUS PNEUMONIAE or HAEMOPHILUS INFLUENZAE.	""	0	#FFFFFF
D015523	C01.748.749.578|C08.460.692.752.578|C08.730.749.578|C09.603.692.752.578	Maxillary Sinusitis	Inflammation of the NASAL MUCOSA in the MAXILLARY SINUS. In many cases, it is caused by an infection of the bacteria HAEMOPHILUS INFLUENZAE; STREPTOCOCCUS PNEUMONIAE; or STAPHYLOCOCCUS AUREUS.	""	0	#FFFFFF
D015524	C01.748.749.827|C08.460.692.752.827|C08.730.749.827|C09.603.692.752.827	Sphenoid Sinusitis	Inflammation of the NASAL MUCOSA in the SPHENOID SINUS. Isolated sphenoid sinusitis is uncommon. It usually occurs in conjunction with other paranasal sinusitis.	""	0	#FFFFFF
D015526	C01.221.250.875.049|C01.221.812.640.400.070|C01.778.640.400.070|C01.925.782.815.616.400.049|C01.925.813.400.070|C10.228.140.380.070|C12.100.937.640.400.070|C20.673.480.070	AIDS Dementia Complex	A neurologic condition associated with the ACQUIRED IMMUNODEFICIENCY SYNDROME and characterized by impaired concentration and memory, slowness of hand movements, ATAXIA, incontinence, apathy, and gait difficulties associated with HIV-1 viral infection of the central nervous system. Pathologic examination of the brain reveals white matter rarefaction, perivascular infiltrates of lymphocytes, foamy macrophages, and multinucleated giant cells. (From Adams et al., Principles of Neurology, 6th ed, pp760-1; N Engl J Med, 1995 Apr 6;332(14):934-40)	""	0	#FFFFFF
D015529	C04.182.198|C06.130.120.127|C06.198.184|C16.131.314.184	Choledochal Cyst	A congenital anatomic malformation of a bile duct, including cystic dilatation of the extrahepatic bile duct or the large intrahepatic bile duct. Classification is based on the site and type of dilatation. Type I is most common.	""	0	#FFFFFF
D015535	C05.116.900.853.625.800.424|C05.550.114.145|C05.550.114.865.800.424|C17.800.859.675.175	Arthritis, Psoriatic	A type of inflammatory arthritis associated with PSORIASIS, often involving the axial joints and the peripheral terminal interphalangeal joints. It is characterized by the presence of HLA-B27-associated SPONDYLARTHROPATHY, and the absence of rheumatoid factor.	""	0	#FFFFFF
D015576	C05.116.540	Hyperostosis	Increase in the mass of bone per unit volume.	""	0	#FFFFFF
D015593	C11.768.585.585	Retinal Drusen	Colloid or hyaline bodies lying beneath the retinal pigment epithelium. They may occur either secondary to changes in the choroid that affect the pigment epithelium or as an autosomal dominant disorder of the retinal pigment epithelium.	""	0	#FFFFFF
D015594	C10.292.700.450|C11.640.513	Optic Disk Drusen	Optic disk bodies composed primarily of acid mucopolysaccharides that may produce pseudopapilledema (elevation of the optic disk without associated INTRACRANIAL HYPERTENSION) and visual field deficits. Drusen may also occur in the retina (see RETINAL DRUSEN). (Miller et al., Clinical Neuro-Ophthalmology, 4th ed, p355)	""	0	#FFFFFF
D015597	C01.610.718|C12.050.703.700.680	Pregnancy Complications, Parasitic	The co-occurrence of pregnancy and parasitic diseases. The parasitic infection may precede or follow FERTILIZATION.	""	0	#FFFFFF
D015605	C01.925.256.743.175	Cowpox	A mild, eruptive skin disease of milk cows caused by COWPOX VIRUS, with lesions occurring principally on the udder and teats. Human infection may occur while milking an infected animal.	""	0	#FFFFFF
D015614	C15.604.250	Histiocytosis	General term for the abnormal appearance of histiocytes in the blood. Based on the pathological features of the cells involved rather than on clinical findings, the histiocytic diseases are subdivided into three groups: HISTIOCYTOSIS, LANGERHANS CELL; HISTIOCYTOSIS, NON-LANGERHANS-CELL; and HISTIOCYTIC DISORDERS, MALIGNANT.	""	0	#FFFFFF
D015615	C08.381.150|C08.695.290|C16.131.740.290	Cystic Adenomatoid Malformation of Lung, Congenital	An abnormality in lung development that is characterized by a multicystic mass resulting from an adenomatous overgrowth of the terminal BRONCHIOLES with a consequent reduction of PULMONARY ALVEOLI. This anomaly is classified into three types by the cyst size.	""	0	#FFFFFF
D015616	C15.604.250.410	Histiocytosis, Non-Langerhans-Cell	Group of disorders which feature accumulations of active HISTIOCYTES and LYMPHOCYTES, but where the histiocytes are not LANGERHANS CELLS. The group includes HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS; SINUS HISTIOCYTOSIS; xanthogranuloma; reticulohistiocytoma; JUVENILE XANTHOGRANULOMA; xanthoma disseminatum; as well as the lipid storage diseases (SEA-BLUE HISTIOCYTE SYNDROME; and NIEMANN-PICK DISEASES).	""	0	#FFFFFF
D015618	C15.604.250.410.450	Histiocytosis, Sinus	Benign, non-Langerhans-cell, histiocytic proliferative disorder that primarily affects the lymph nodes. It is often referred to as sinus histiocytosis with massive lymphadenopathy.	""	0	#FFFFFF
D015619	C08.695|C16.131.740	Respiratory System Abnormalities	Congenital structural abnormalities of the respiratory system.	""	0	#FFFFFF
D015620	C04.557.227|C15.604.250.390	Histiocytic Disorders, Malignant	Distinctive neoplastic disorders of histiocytes. Included are malignant neoplasms of MACROPHAGES and DENDRITIC CELLS.	""	0	#FFFFFF
D015624	C04.588.614.550.500.225|C04.730.856.490.225|C10.114.656.150|C10.574.781.588.225|C10.668.758.725.150|C20.111.258.500.150	Lambert-Eaton Myasthenic Syndrome	An autoimmune disease characterized by weakness and fatigability of proximal muscles, particularly of the pelvic girdle, lower extremities, trunk, and shoulder girdle. There is relative sparing of extraocular and bulbar muscles. CARCINOMA, SMALL CELL of the lung is a frequently associated condition, although other malignancies and autoimmune diseases may be associated. Muscular weakness results from impaired impulse transmission at the NEUROMUSCULAR JUNCTION. Presynaptic calcium channel dysfunction leads to a reduced amount of acetylcholine being released in response to stimulation of the nerve. (From Adams et al., Principles of Neurology, 6th ed, pp 1471)	""	0	#FFFFFF
D015651	C25.723.680	Mycotoxicosis	Poisoning caused by the ingestion of mycotoxins (toxins of fungal origin).	""	0	#FFFFFF
D015658	C01.221.250.875|C01.221.812.640.400|C01.778.640.400|C01.925.782.815.616.400|C01.925.813.400|C12.100.937.640.400|C20.673.480	HIV Infections	Includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).	""	0	#FFFFFF
D015663	C05.116.198.579.610|C18.452.104.579.610	Osteoporosis, Postmenopausal	Metabolic disorder associated with fractures of the femoral neck, vertebrae, and distal forearm. It occurs commonly in women within 15-20 years after menopause, and is caused by factors associated with menopause including estrogen deficiency.	""	0	#FFFFFF
